actor,gender,film,director,year,maleactors,femaleactors
Grace Johnson,f,Scandal,Lois Weber,2012,4,5
Grace Johnson,f,Wanted: A Home,Lois Weber,1916,5,4
Jim Mason,m,Scandal,Lois Weber,2012,4,5
Sis Matthews,f,Scandal,Lois Weber,2012,4,5
William Stowell,m,When a Girl Loves,Lois Weber,1919,4,1
Wharton Jones,m,When a Girl Loves,Lois Weber,1919,4,1
Alfred Paget,m,When a Girl Loves,Lois Weber,1919,4,1
Willis Marks,m,When a Girl Loves,Lois Weber,1919,4,1
Willis Marks,m,The Mysterious Mrs. Musslewhite,Lois Weber,1917,6,2
William H. Brown,m,The Triumph of Mind,Lois Weber,1914,4,4
Agnes Vernon,f,The Triumph of Mind,Lois Weber,1914,4,4
Agnes Vernon,f,Avenged,Lois Weber,1914,2,2
Philip Rossen,m,The Triumph of Mind,Lois Weber,1914,4,4
Lew Cody,m,For Husbands Only,Lois Weber,1918,3,3
Lew Cody,m,Borrowed Clothes,Lois Weber,1918,3,4
Fred Goodwins,m,For Husbands Only,Lois Weber,1918,3,3
Fred Goodwins,m,Forbidden,Lois Weber,1919,3,2
Kathleen Kirkham,f,For Husbands Only,Lois Weber,1918,3,3
Henry A. Barrows,m,For Husbands Only,Lois Weber,1918,3,3
Henry A. Barrows,m,On Suspicion,Lois Weber,1914,3,1
Esther Ralston,f,For Husbands Only,Lois Weber,1918,3,3
Esther Ralston,f,The Doctor and the Woman,Lois Weber,1918,3,3
John Cossar,m,Home,Lois Weber,1919,4,4
Clarissa Selwynne,f,Home,Lois Weber,1919,4,4
T.D. Crittenden,m,Home,Lois Weber,1919,4,4
T.D. Crittenden,m,Jewel,Lois Weber,1915,6,5
Lydia Knott,f,Home,Lois Weber,1919,4,4
Albert Ray,m,Home,Lois Weber,1919,4,4
Irma Sorter,f,The Baby's Doll,Lois Weber,1914,2,3
Doris Baker,f,The Baby's Doll,Lois Weber,1914,2,3
K. Fasset,m,The Power of Thought,Lois Weber,1912,4,2
William H. Tooker,m,The Power of Thought,Lois Weber,1912,4,2
William Sorelle,m,The Power of Thought,Lois Weber,1912,4,2
Eddie Lyons,m,The Man Who Slept,Lois Weber,1914,2,2
Elsie Janis,f,Betty in Search of a Thrill,Lois Weber,1915,3,4
Owen Moore,m,Betty in Search of a Thrill,Lois Weber,1915,3,4
Harry Ham,m,Betty in Search of a Thrill,Lois Weber,1915,3,4
Henry Woodward,m,Forbidden,Lois Weber,1919,3,2
Harry Woodward,m,Forbidden,Lois Weber,1919,3,2
Wedgwood Nowell,m,The Hand That Rocks the Cradle,Lois Weber,1917,4,4
Evelyn Selbie,f,The Hand That Rocks the Cradle,Lois Weber,1917,4,4
Evelyn Selbie,f,The Mysterious Mrs. Musslewhite,Lois Weber,1917,6,2
Harry De More,m,The Hand That Rocks the Cradle,Lois Weber,1917,4,4
Josephine Myers,f,The Hand That Rocks the Cradle,Lois Weber,1917,4,4
Burwell Hamrick,m,The Hand That Rocks the Cradle,Lois Weber,1917,4,4
True Boardman,m,The Doctor and the Woman,Lois Weber,1918,3,3
Alan Roscoe,m,The Doctor and the Woman,Lois Weber,1918,3,3
Zella Caull,f,The Doctor and the Woman,Lois Weber,1918,3,3
Carl Miller,m,The Doctor and the Woman,Lois Weber,1918,3,3
Carl Miller,m,Mary Regan,Lois Weber,1919,7,2
Francis X. Bushman,m,The Marriage Clause,Lois Weber,1926,7,3
Francis X. Bushman,m,Mr. Adams and Eve,Ida Lupino,1957,34,16
Henri La Garde,m,The Marriage Clause,Lois Weber,1926,7,3
Grace Darmond,f,The Marriage Clause,Lois Weber,1926,7,3
Carolynne Snowden,f,The Marriage Clause,Lois Weber,1926,7,3
Oscar Smith,m,The Marriage Clause,Lois Weber,1926,7,3
Robert Dudley,m,The Marriage Clause,Lois Weber,1926,7,3
Charles Meakin,m,The Marriage Clause,Lois Weber,1926,7,3
Leatrice Joy,f,The Angel of Broadway,Lois Weber,1927,3,8
Victor Varconi,m,The Angel of Broadway,Lois Weber,1927,3,8
May Robson,f,The Angel of Broadway,Lois Weber,1927,3,8
Alice Lake,f,The Angel of Broadway,Lois Weber,1927,3,8
Elise Bartlett,f,The Angel of Broadway,Lois Weber,1927,3,8
Ivan Lebedeff,m,The Angel of Broadway,Lois Weber,1927,3,8
Jane Keckley,f,The Angel of Broadway,Lois Weber,1927,3,8
Clarence Burton,m,The Angel of Broadway,Lois Weber,1927,3,8
Kusell's Dancing Debutantes,f,The Angel of Broadway,Lois Weber,1927,3,8
Carmencita Johnson,f,The Angel of Broadway,Lois Weber,1927,3,8
Wilbur Hudson,m,The Troubadour's Triumph,Lois Weber,1912,2,1
Miss Naughton,f,A Breach of Faith,Lois Weber,1911,1,2
Mary MacLaren,f,Saving the Family Name,Lois Weber,1916,4,3
Mary MacLaren,f,The Mysterious Mrs. Musslewhite,Lois Weber,1917,6,2
Mary MacLaren,f,Shoes,Lois Weber,1916,3,5
Mary MacLaren,f,Where Are My Children?,Lois Weber,1916,8,8
Mary MacLaren,f,Wanted: A Home,Lois Weber,1916,5,4
Mary MacLaren,f,Idle Wives,Lois Weber,1916,6,9
Gerard Alexander,f,Saving the Family Name,Lois Weber,1916,4,3
Harry Depp,m,Saving the Family Name,Lois Weber,1916,4,3
Gail Hawksworth,f,Saving the Family Name,Lois Weber,1916,4,3
Frank Brownlee,m,The Mysterious Mrs. Musslewhite,Lois Weber,1917,6,2
Charles Hill Mailes,m,The Mysterious Mrs. Musslewhite,Lois Weber,1917,6,2
Arthur Forde,m,The Mysterious Mrs. Musslewhite,Lois Weber,1917,6,2
Edward Peil Sr.,m,Borrowed Clothes,Lois Weber,1918,3,4
George Nichols,m,Borrowed Clothes,Lois Weber,1918,3,4
Edythe Chapman,f,Borrowed Clothes,Lois Weber,1918,3,4
Fontaine La Rue,f,Borrowed Clothes,Lois Weber,1918,3,4
Macklyn Arbuckle,m,It's No Laughing Matter,Lois Weber,1915,4,3
Cora Drew,f,It's No Laughing Matter,Lois Weber,1915,4,3
Cora Drew,f,Where Are My Children?,Lois Weber,1916,8,8
Myrtle Stedman,f,It's No Laughing Matter,Lois Weber,1915,4,3
Myrtle Stedman,f,Hypocrites,Lois Weber,1915,5,6
Virginia Cherrill,f,White Heat,Lois Weber,1934,9,4
Mona Maris,f,White Heat,Lois Weber,1934,9,4
Arthur Clayton,m,White Heat,Lois Weber,1934,9,4
Robert R. Stephenson,m,White Heat,Lois Weber,1934,9,4
Whitney De Rahm,m,White Heat,Lois Weber,1934,9,4
Naomi Childers,f,White Heat,Lois Weber,1934,9,4
Nani Palsa,m,White Heat,Lois Weber,1934,9,4
Kolimau Kamai,m,White Heat,Lois Weber,1934,9,4
Kamaunani Achi,f,White Heat,Lois Weber,1934,9,4
Peter Lee Hyun,m,White Heat,Lois Weber,1934,9,4
Nohill Naumu,m,White Heat,Lois Weber,1934,9,4
Harry Griffith,m,Shoes,Lois Weber,1916,3,5
Mattie Witting,f,Shoes,Lois Weber,1916,3,5
Mattie Witting,f,Idle Wives,Lois Weber,1916,6,9
Jessie Arnold,f,Shoes,Lois Weber,1916,3,5
William V. Mong,m,Shoes,Lois Weber,1916,3,5
John George,m,Shoes,Lois Weber,1916,3,5
Violet Schram,f,Shoes,Lois Weber,1916,3,5
Frank Mayo,m,Mary Regan,Lois Weber,1919,7,2
J. Barney Sherry,m,Mary Regan,Lois Weber,1919,7,2
Brinsley Shaw,m,Mary Regan,Lois Weber,1919,7,2
George Hernandez,m,Mary Regan,Lois Weber,1919,7,2
Larry Steers,m,Mary Regan,Lois Weber,1919,7,2
Larry Steers,m,The Blot,Lois Weber,1921,4,4
Larry Steers,m,"Hard, Fast and Beautiful!",Ida Lupino,1951,25,6
Hedda Nova,f,Mary Regan,Lois Weber,1919,7,2
Syn De Conde,m,Mary Regan,Lois Weber,1919,7,2
Hobart Bosworth,m,The Traitor,Lois Weber,1914,1,0
Sam Kaufman,m,Suspense,Lois Weber,1913,4,2
Sam Kaufman,m,Just in Time,Lois Weber,1913,4,2
Lon Chaney,m,Suspense,Lois Weber,1913,4,2
Lon Chaney,m,Chicken With Plums,Marjane Satrapi,2011,26,10
Mrs. Tyrone Power,f,Where Are My Children?,Lois Weber,1916,8,8
Rena Rogers,f,Where Are My Children?,Lois Weber,1916,8,8
C. Norman Hammond,m,Where Are My Children?,Lois Weber,1916,8,8
William J. Hope,m,Where Are My Children?,Lois Weber,1916,8,8
Marjorie Blynn,f,Where Are My Children?,Lois Weber,1916,8,8
William Haben,m,Where Are My Children?,Lois Weber,1916,8,8
George Berrell,m,Where Are My Children?,Lois Weber,1916,8,8
George Berrell,m,Hypocrites,Lois Weber,1915,5,6
Georgia French,f,Where Are My Children?,Lois Weber,1916,8,8
Georgia French,f,Behind the Veil,Lois Weber,1914,2,2
Georgia French,f,Helping Mother,Lois Weber,1914,2,3
Georgia French,f,Idle Wives,Lois Weber,1916,6,9
Andy MacLennan,m,Where Are My Children?,Lois Weber,1916,8,8
Anne Power,f,Where Are My Children?,Lois Weber,1916,8,8
Beatrice Van,f,Lost by a Hair,Lois Weber,1914,3,4
Beatrice Van,f,Helping Mother,Lois Weber,1914,2,3
Phil Carr,m,Lost by a Hair,Lois Weber,1914,3,4
Claude Gillingwater,m,A Chapter in Her Life,Lois Weber,1923,4,5
Jacqueline Gadsdon,f,A Chapter in Her Life,Lois Weber,1923,4,5
Robert Frazer,m,A Chapter in Her Life,Lois Weber,1923,4,5
Eva Thatcher,f,A Chapter in Her Life,Lois Weber,1923,4,5
Ralph Yearsley,m,A Chapter in Her Life,Lois Weber,1923,4,5
Fred Thomson,m,A Chapter in Her Life,Lois Weber,1923,4,5
Beth Rayon,f,A Chapter in Her Life,Lois Weber,1923,4,5
Jack Mulhall,m,Wanted: A Home,Lois Weber,1916,5,4
Marian Sigler,f,Wanted: A Home,Lois Weber,1916,5,4
Kewpie Morgan,m,Wanted: A Home,Lois Weber,1916,5,4
Ernest Shields,m,Wanted: A Home,Lois Weber,1916,5,4
Dana Ong,m,Wanted: A Home,Lois Weber,1916,5,4
Nanine Wright,f,Wanted: A Home,Lois Weber,1916,5,4
Nanine Wright,f,The Flirt,Lois Weber,1916,7,3
Agnes Gordon,f,Two Thieves and a Cross,Lois Weber,1913,2,2
Agnes Gordon,f,The Career of Waterloo Peterson,Lois Weber,1914,4,2
Grace Benham,f,The Flirt,Lois Weber,1916,7,3
Ogden Crane,m,The Flirt,Lois Weber,1916,7,3
Paul Byron,m,The Flirt,Lois Weber,1916,7,3
Fred Church,m,The Flirt,Lois Weber,1916,7,3
Robert Lawler,m,The Flirt,Lois Weber,1916,7,3
Robert Dunbar,m,The Flirt,Lois Weber,1916,7,3
Philip Hubbard,m,The Blot,Lois Weber,1921,4,4
Margaret McWade,f,The Blot,Lois Weber,1921,4,4
Gertrude Short,f,The Blot,Lois Weber,1921,4,4
Page Peters,m,James Lee's Wife,Lois Weber,1913,2,2
Hylda Hollis,f,Jewel,Lois Weber,1915,6,5
Brownie Brownell,f,Jewel,Lois Weber,1915,6,5
Ethel Weber,f,Hop - The Devil's Brew,Lois Weber,1916,3,3
Ethel Weber,f,The Eye of God,Lois Weber,1916,2,2
Lew Short,m,There Is No Place Like Home,Lois Weber,1916,2,1
Estelle Short,f,There Is No Place Like Home,Lois Weber,1916,2,1
Frank Rice,m,Just in Time,Lois Weber,1913,4,2
Grace Carlyle,f,Just in Time,Lois Weber,1913,4,2
Edward Hearn,m,Idle Wives,Lois Weber,1916,6,9
Countess Du Cello,f,Idle Wives,Lois Weber,1916,6,9
Pauline Aster,f,Idle Wives,Lois Weber,1916,6,9
Cecilia Matthews,f,Idle Wives,Lois Weber,1916,6,9
Neva Gerber,f,Idle Wives,Lois Weber,1916,6,9
Charles Perley,m,Idle Wives,Lois Weber,1916,6,9
George Hupp,m,Idle Wives,Lois Weber,1916,6,9
Richard Rosson,m,The Career of Waterloo Peterson,Lois Weber,1914,4,2
Isadore Bernstein,m,The Career of Waterloo Peterson,Lois Weber,1914,4,2
Dal Clawson,m,The Career of Waterloo Peterson,Lois Weber,1914,4,2
Charles Gunn,m,The Eye of God,Lois Weber,1916,2,2
Anthony Jacobs,m,The Star of Bethlehem,Lotte Reiniger,1956,1,1
Barbara Ruick,f,The Star of Bethlehem,Lotte Reiniger,1956,1,1
Heinz-Friedel Heddenhausen,m,Der Graf von Carabas,Lotte Reiniger,1935,1,0
Cherry Cottrell,f,Not Without Licence,Lotte Reiniger,1950,1,1
Cherry Cottrell,f,Here and There,Lotte Reiniger,1949,1,1
Norman Shelley,m,Not Without Licence,Lotte Reiniger,1950,1,1
Norman Shelley,m,Here and There,Lotte Reiniger,1949,1,1
George Baker,m,The King's Breakfast,Lotte Reiniger,1937,1,1
Olive Groves,f,The King's Breakfast,Lotte Reiniger,1937,1,1
Deryck Guyler,m,Jack and the Beanstalk,Lotte Reiniger,1956,1,0
Liesl Handl,f,Silhouetten,Lotte Reiniger,1936,8,9
Luli Deste,f,Silhouetten,Lotte Reiniger,1936,8,9
Anni Markart,f,Silhouetten,Lotte Reiniger,1936,8,9
Fred Hennings,m,Silhouetten,Lotte Reiniger,1936,8,9
Frauke Lauterbach,f,Silhouetten,Lotte Reiniger,1936,8,9
Lili Marberg,f,Silhouetten,Lotte Reiniger,1936,8,9
Fritz Imhoff,m,Silhouetten,Lotte Reiniger,1936,8,9
Ernst Arnold,m,Silhouetten,Lotte Reiniger,1936,8,9
Eduard Köck,m,Silhouetten,Lotte Reiniger,1936,8,9
Karl Skraup,m,Silhouetten,Lotte Reiniger,1936,8,9
Hedy Pfundmeyer,f,Silhouetten,Lotte Reiniger,1936,8,9
Mila Cirul,f,Silhouetten,Lotte Reiniger,1936,8,9
Toni Birkmayer,m,Silhouetten,Lotte Reiniger,1936,8,9
Willy Fränzl,m,Silhouetten,Lotte Reiniger,1936,8,9
Liesl Temple,f,Silhouetten,Lotte Reiniger,1936,8,9
Irma Eckert,f,Silhouetten,Lotte Reiniger,1936,8,9
Ferdinand Mayerhofer,m,Silhouetten,Lotte Reiniger,1936,8,9
Harold Turner,m,The Dancing Fleece,Lotte Reiniger,1950,1,6
June Brae,f,The Dancing Fleece,Lotte Reiniger,1950,1,6
Joan Harris,f,The Dancing Fleece,Lotte Reiniger,1950,1,6
Frances Pidgeon,f,The Dancing Fleece,Lotte Reiniger,1950,1,6
Hermione Harvey,f,The Dancing Fleece,Lotte Reiniger,1950,1,6
Pauline White,f,The Dancing Fleece,Lotte Reiniger,1950,1,6
Dinah Pope,f,The Dancing Fleece,Lotte Reiniger,1950,1,6
Lynne Ramsay Jr.,f,Gasman,Lynne Ramsay,1998,3,4
Lynne Ramsay Jr.,f,Small Deaths,Lynne Ramsay,1996,11,6
Lynne Ramsay Jr.,f,Ratcatcher,Lynne Ramsay,1999,21,12
Martin Anderson,m,Gasman,Lynne Ramsay,1998,3,4
James Ramsay,m,Gasman,Lynne Ramsay,1998,3,4
James Ramsay,m,Kill the Day,Lynne Ramsay,2000,14,1
James Ramsay,m,Small Deaths,Lynne Ramsay,1996,11,6
James Ramsay,m,Ratcatcher,Lynne Ramsay,1999,21,12
Denise Flannagan,f,Gasman,Lynne Ramsay,1998,3,4
Jackie Quinn,f,Gasman,Lynne Ramsay,1998,3,4
Jackie Quinn,f,Ratcatcher,Lynne Ramsay,1999,21,12
Lisa Taylor,f,Gasman,Lynne Ramsay,1998,3,4
Lisa Taylor,f,Ratcatcher,Lynne Ramsay,1999,21,12
Robert McEwan,m,Gasman,Lynne Ramsay,1998,3,4
Robert McEwan,m,Kill the Day,Lynne Ramsay,2000,14,1
Tom Litten,m,Swimmer,Lynne Ramsay,2012,17,5
Niall Burton,m,Swimmer,Lynne Ramsay,2012,17,5
Curtis Coker,m,Swimmer,Lynne Ramsay,2012,17,5
Joshua Coleman,m,Swimmer,Lynne Ramsay,2012,17,5
Tony Heirs,m,Swimmer,Lynne Ramsay,2012,17,5
Samuel Harry Hockday,m,Swimmer,Lynne Ramsay,2012,17,5
Adam Holden,m,Swimmer,Lynne Ramsay,2012,17,5
Kit Johnson,f,Swimmer,Lynne Ramsay,2012,17,5
Charlie Likeman,m,Swimmer,Lynne Ramsay,2012,17,5
Caleb Powel Lindon-Emms,m,Swimmer,Lynne Ramsay,2012,17,5
Gabriel Ronnie Lindon-Emms,m,Swimmer,Lynne Ramsay,2012,17,5
Joshua John Lindon-Emms,m,Swimmer,Lynne Ramsay,2012,17,5
Carolina Main,f,Swimmer,Lynne Ramsay,2012,17,5
Jasper Martin,m,Swimmer,Lynne Ramsay,2012,17,5
Sophie McKeeman,f,Swimmer,Lynne Ramsay,2012,17,5
Oscar McVeigh,m,Swimmer,Lynne Ramsay,2012,17,5
Gemma Norris,f,Swimmer,Lynne Ramsay,2012,17,5
Seth Perkin,m,Swimmer,Lynne Ramsay,2012,17,5
Henry Rodwell-Lynn,m,Swimmer,Lynne Ramsay,2012,17,5
Tafadzwa Tandi,m,Swimmer,Lynne Ramsay,2012,17,5
Tom Tatam,m,Swimmer,Lynne Ramsay,2012,17,5
Chloe Turner,f,Swimmer,Lynne Ramsay,2012,17,5
Drew Cain,m,Kill the Day,Lynne Ramsay,2000,14,1
Andrew Barton,m,Kill the Day,Lynne Ramsay,2000,14,1
Stevan Brennan,m,Kill the Day,Lynne Ramsay,2000,14,1
Stevan Brennan,m,Small Deaths,Lynne Ramsay,1996,11,6
Michael Thompson,m,Kill the Day,Lynne Ramsay,2000,14,1
Jason McKenzie,m,Kill the Day,Lynne Ramsay,2000,14,1
Nikki Wright,f,Kill the Day,Lynne Ramsay,2000,14,1
Ian Hanmore,m,Kill the Day,Lynne Ramsay,2000,14,1
Niall McCloud,m,Kill the Day,Lynne Ramsay,2000,14,1
Michael Selvin,m,Kill the Day,Lynne Ramsay,2000,14,1
Andy Miller,m,Kill the Day,Lynne Ramsay,2000,14,1
William McAuley Jr.,m,Kill the Day,Lynne Ramsay,2000,14,1
Thomas O'Donnel,m,Kill the Day,Lynne Ramsay,2000,14,1
Joaquin Phoenix,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Dante Pereira-Olson,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Larry Canady,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Vinicius Damasceno,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Neo Randall,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Judith Roberts,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Frank Pando,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Frank Pando,m,When They See Us,Ava DuVernay,2019,32,18
Edward Latham,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Alex Manette,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Alex Manette,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Claire Hsu,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Denis Ozer,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Tia Sofia Begh,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Lucy Lan Luo,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Annie Mac-Yang,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Lilian Tsang,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Mengqi He,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Rose Ann-Marie Devera,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Tian-Lan Chaudhry,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Ryan Martin Brown,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Ace Ramsey,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Ekaterina Samsonov,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Silvia Pena,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Jason Babinsky,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Jonathan Wilde,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Kate Easton,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Kate Easton,f,When They See Us,Ava DuVernay,2019,32,18
Scott Price,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Alessandro Nivola,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Alessandro Nivola,m,Selma,Ava DuVernay,2014,95,43
Alessandro Nivola,m,Laurel Canyon,Lisa Cholodenko,2002,23,17
Alessandro Nivola,m,Ginger & Rosa,Sally Potter,2012,22,12
Alessandro Nivola,m,Carolina,Marleen Gorris,2003,31,25
Novella Nelson,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Madison Arnold,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Madison Arnold,m,The Village,Cheryl Dunye,2019,28,22
Leigh Dunham,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Bonnie Cahoon,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Cristina Dohmen,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Tony Holness,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Joseph Anthony Jerez,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Jalina Mercado,f,You Were Never Really Here,Lynne Ramsay,2017,22,18
Oleg Ossayenko,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Sophie Piedras,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Christian Reeve,m,You Were Never Really Here,Lynne Ramsay,2017,22,18
Tilda Swinton,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Tilda Swinton,f,Orlando,Sally Potter,1992,33,12
Tilda Swinton,f,Caprice,Joanna Hogg,1986,1,1
Tilda Swinton,f,The Souvenir,Joanna Hogg,2019,30,18
Tilda Swinton,f,The Souvenir: Part II,Joanna Hogg,2021,9,7
John C. Reilly,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
John C. Reilly,m,Cracking Up,Penelope Spheeris,2004,23,27
Ezra Miller,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Jasper Newell,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Rock Duer,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Ashley Gerasimovich,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Siobhan Fallon Hogan,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Siobhan Fallon Hogan,f,Private Life,Tamara Jenkins,2018,17,33
Kenneth Franklin,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Leslie Lyles,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Paul Diomede,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Michael Campbell,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
J. Mallory McCree,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
J. Mallory McCree,m,Black Nativity,Kasi Lemmons,2013,56,36
Mark Elliot Wilson,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
James Chen,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Lauren Fox,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Blake DeLong,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Andy Gershenzon,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Kelly Wade,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Ursula Parker,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Ursula Parker,f,I'll Find You,Martha Coolidge,2019,34,20
Jason Shelton,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Simon MacLean,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Erin Darke,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Annie O'Sullivan,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Georgia Ximenes Lifsher,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Georgia Ximenes Lifsher,f,The Land of Steady Habits,Nicole Holofcener,2018,18,13
Aaron Blakely,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Aaron Blakely,m,The Man in the High Castle (2015-2016),Karyn Kusama,2015,37,13
Polly Adams,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Suzette Gunn,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Joseph Melendez,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Rebecca Dealy,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Louie Rinaldi,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Johnson Chong,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Kimberley Drummond,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Leland Alexander Wheeler,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Daniel Farcher,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Jennifer Kim,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Caitlin Kinnunen,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Caitlin Kinnunen,f,The Intern,Nancy Meyers,2015,55,67
Maryann Urbano,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Maryann Urbano,f,Riding in Cars with Boys,Penny Marshall,2001,40,36
Maryann Urbano,f,Olive Kitteridge,Lisa Cholodenko,2014,24,26
Maryann Urbano,f,Appropriate Behavior,Desiree Akhavan,2014,15,24
Jose Joaquin Perez,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Tah von Allmen,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Joseph Basile,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Joseph Basile,m,Musical Chairs,Susan Seidelman,2011,33,23
Susan-Kate Heaney,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Paul Marra,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Francesca Murdoch,f,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Anne McLean,f,Small Deaths,Lynne Ramsay,1996,11,6
Anne McLean,f,Ratcatcher,Lynne Ramsay,1999,21,12
Genna Gillan,f,Small Deaths,Lynne Ramsay,1996,11,6
Jodie McCartney,f,Small Deaths,Lynne Ramsay,1996,11,6
Thomas Mullen,m,Small Deaths,Lynne Ramsay,1996,11,6
Ryan Rafferty,m,Small Deaths,Lynne Ramsay,1996,11,6
Billy Fitzpatrick,m,Small Deaths,Lynne Ramsay,1996,11,6
Andrew Rae,m,Small Deaths,Lynne Ramsay,1996,11,6
Steven O'Rourke,m,Small Deaths,Lynne Ramsay,1996,11,6
Anne-Marie Kennedy,f,Small Deaths,Lynne Ramsay,1996,11,6
Ann Marie Lafferty,f,Small Deaths,Lynne Ramsay,1996,11,6
Ann Marie Lafferty,f,Ratcatcher,Lynne Ramsay,1999,21,12
Danny Hamilton,m,Small Deaths,Lynne Ramsay,1996,11,6
Steven Laden,m,Small Deaths,Lynne Ramsay,1996,11,6
Stefan Strzelecki,m,Small Deaths,Lynne Ramsay,1996,11,6
Duncan McNeill,m,Small Deaths,Lynne Ramsay,1996,11,6
Brigitte Lacombe,f,Brigitte,Lynne Ramsay,2019,0,2
Marian Lacombe,f,Brigitte,Lynne Ramsay,2019,0,2
