film,actor,gender,role,year
Men in Trees,Claudette Mink,f,Kiki,2006
Men in Trees,Morgan Fairchild,f,Self,2006
Men in Trees,Biski Gugushe,m,Anchorage Doctor,2006
Men in Trees,Dot-Marie Jones,f,Sapphire,2006
Men in Trees,Julius Chapple,m,Snooty Bartender,2006
Greetings from Africa,Nora Breen,f,L,1996
Greetings from Africa,Cheryl Dunye,f,Cheryl,1996
Greetings from Africa,Jocelyn Taylor,,Dee,1996
Greetings from Africa,Jacqueline Woodson,f,The Girlfriend,1996
Angels Unaware,Phillips Smalley,m,The Husband,1912
Angels Unaware,Lois Weber,f,The Wife,1912
The Following,Kevin Bacon,m,Ryan Hardy,2013
The Following,Shawn Ashmore,m,Mike Weston,2013
The Following,James Purefoy,m,Joe Carroll,2013
The Following,Sam Underwood,m,Mark / ...,2013
The Following,Jessica Stroup,f,Max Hardy,2013
The Following,Valorie Curry,f,Emma Hill,2013
The Following,Natalie Zea,f,Claire Matthews,2013
The Following,Zuleikha Robinson,f,Gwen,2013
The Following,Nico Tortorella,m,Jacob Wells,2013
The Following,Kyle Catlett,m,Joey Matthews,2013
The Following,Valerie Cruz,f,Agent Gina Mendez,2013
The Following,Annie Parisse,f,Debra Parker,2013
The Following,Gregg Henry,m,Dr. Arthur Strauss,2013
The Following,Connie Nielsen,f,Lily Gray,2013
The Following,Tiffany Boone,f,Mandy Lang,2013
The Following,John Lafayette,m,Marshall Turner / ...,2013
The Following,Chinasa Ogbuagu,f,Deidre Mitchell,2013
The Following,Gbenga Akinnagbe,m,Tom,2013
The Following,Ruth Kearney,f,Daisy,2013
The Following,Kyle Barisich,m,Hopkins / ...,2013
The Following,Michael Ealy,m,Theo,2013
The Following,Adan Canto,m,Paul Torres,2013
The Following,Monique Gabriela Curnen,f,Erin Sloan,2013
The Following,Nicole Sellars,f,News Reporter / ...,2013
The Following,Shane McRae,m,Robert,2013
The Following,Sprague Grayden,f,Carrie Cooke,2013
The Following,Mike Colter,m,Nick Donovan,2013
The Following,Felix Solis,m,Special Agent Jeffrey Clarke,2013
The Following,Shan Agish,m,Luke / ...,2013
The Following,Antwan Lewis,m,News Reporter / ...,2013
The Following,Kal Parekh,m,Aaron,2013
The Following,Warren Kole,m,Tim 'Roderick' Nelson,2013
The Following,Camille De Pazzis,f,Giselle,2013
The Following,Mackenzie Marsh,f,Tilda,2013
The Following,Stacy-Ann Gooden,f,TV News Reporter / ...,2013
The Following,Jennifer Ferrin,f,Molly,2013
The Following,Susan Heyward,f,Hannah,2013
The Following,Hunter Parrish,m,Kyle,2013
The Following,Montego Glover,f,Agent Lawrence,2013
The Following,Diane Neal,f,Lisa Campbell,2013
The Following,Carter Jenkins,m,Preston Tanner,2013
The Following,Annet Mahendru,f,Eliza,2013
The Following,Tom Lipinski,m,Charlie Mead,2013
The Following,Megalyn Echikunwoke,f,Penny,2013
The Following,Li Jun Li,f,Meghan Leeds,2013
The Following,Tom Cavanagh,m,Kingston Tanner,2013
The Following,Jacinda Barrett,f,Julia,2013
The Following,Anna Wood,f,Julianna,2013
The Following,Billy Brown,m,Troy Riley,2013
The Following,Renée Elise Goldsberry,f,Olivia Warren,2013
Blinded by the Light,Billy Barratt,m,Matt,2019
Blinded by the Light,Ronak Singh Chadha Berges,m,Javed,2019
Blinded by the Light,Viveik Kalra,m,Javed,2019
Blinded by the Light,Lee Barnett,m,Foreman,2019
Blinded by the Light,Dean-Charles Chapman,m,Matt,2019
Blinded by the Light,Kit Reeve,f,Emma,2019
Blinded by the Light,David Hayman,m,Mr Evans,2019
Blinded by the Light,Kulvinder Ghir,m,Malik,2019
Blinded by the Light,Nikita Mehta,f,Shazia,2019
Blinded by the Light,Rob Brydon,m,Matt's Dad,2019
Blinded by the Light,Meera Ganatra,f,Noor,2019
Blinded by the Light,Lorraine Ashbourne,f,Kathy,2019
Blinded by the Light,Tara Divina,f,Yasmeen,2019
Blinded by the Light,Jeff Mirza,m,Mr Shah,2019
Blinded by the Light,Frankie Fox,m,Colin Hand,2019
Blinded by the Light,Nell Williams,f,Eliza,2019
Blinded by the Light,Aaron Phagura,m,Roops,2019
Blinded by the Light,Hayley Atwell,f,Ms Clay,2019
Blinded by the Light,Scott Folan,m,Alan,2019
Blinded by the Light,Abigail Carter-Simpson,f,Waitress,2019
Blinded by the Light,Joshua Grant,m,Lad 1,2019
Blinded by the Light,Tom Stocks,m,Lad 2,2019
Blinded by the Light,Marcus Brigstocke,m,Robert - Eliza's Dad,2019
Blinded by the Light,Olivia Poulet,f,Frances - Eliza's Mum,2019
Blinded by the Light,Leo Shirley,m,Alex,2019
Blinded by the Light,Daniella Bowen,f,Reporter at Mosque,2019
Blinded by the Light,Sally Phillips,f,Mrs Anderson,2019
Blinded by the Light,Kumiko Kaur Chadha Berges,m,Lilly,2019
Blinded by the Light,James Ballanger,m,Passport Official,2019
Blinded by the Light,Vincent Andriano,m,Billy,2019
Blinded by the Light,Kriss Dosanjh,m,Mr Singh,2019
Blinded by the Light,Sofia Abbasi,f,Local Resident,2019
Blinded by the Light,Asheq Akhtar,m,Butcher,2019
Blinded by the Light,Raj Awasti,m,Luton Herald Newspaper Reporter,2019
Blinded by the Light,William Bale,m,Factory Worker,2019
Blinded by the Light,Neal Beagley,m,National Front Member,2019
Blinded by the Light,Paul Blackwell,m,NF March Goer,2019
Blinded by the Light,Witold Brzoska,m,NF Protester,2019
Blinded by the Light,Lee Byford,m,NF Supporter,2019
Blinded by the Light,Ken Byrd,m,National Front Member,2019
Blinded by the Light,Amer Chadha-Patel,m,DJ,2019
Blinded by the Light,Peter Coe,m,NF Supporter,2019
Blinded by the Light,Nick Davison,m,Passerby,2019
Blinded by the Light,Ross Forder,m,Teacher,2019
Blinded by the Light,Dylan Gawtry,m,Protester,2019
Blinded by the Light,Sonia Goswami,f,Pedestrian,2019
Blinded by the Light,David Guinan-Browne,m,Estate Agent,2019
Blinded by the Light,Rishi Gupta,m,Club Goer,2019
Blinded by the Light,Arun Kapur,m,Pedestrian,2019
Blinded by the Light,Nina Kumar,f,Wedding Guest,2019
Blinded by the Light,Dipali Limbachia,f,Club Goer,2019
Blinded by the Light,Ketan Majmudar,m,Teacher,2019
Blinded by the Light,Marco Mastrocola,m,Newspaper Reporter,2019
Blinded by the Light,Martyn Mayger,m,Protester,2019
Blinded by the Light,Kas Meghani,f,Mrs Alexa Jones Parent / Teacher,2019
Blinded by the Light,Bharat Mistri,m,Wedding Guest,2019
Blinded by the Light,Sri Moorthy,m,Mosque Protester,2019
Blinded by the Light,Paul O'Kelly,m,National Front,2019
Blinded by the Light,Esha Patel,f,Young Noor,2019
Blinded by the Light,Jag Patel,m,Luton Town Visitor,2019
Blinded by the Light,Reece Putinas,m,National Front Leader,2019
Blinded by the Light,Robert Ryan,m,Protester,2019
Blinded by the Light,Stephen Samson,m,Riot Officer,2019
Blinded by the Light,Andrea Sandell,f,Teacher,2019
Blinded by the Light,Atul Sharma,m,Wedding Guest,2019
Blinded by the Light,Sam Shoubber,m,Mosque Protester,2019
Blinded by the Light,Gemma Simons,f,Teacher,2019
Blinded by the Light,Bruce Springsteen,m,Self,2019
Blinded by the Light,A.k. Steppa,m,Luton Resident,2019
Blinded by the Light,Margaret Thatcher,,Self,2019
Blinded by the Light,Matt Tyzack,m,Estate Agent,2019
Blinded by the Light,Jo Wheatley,f,NF Member,2019
Blinded by the Light,Chris Wilson,m,Police Officer,2019
Blinded by the Light,Zain Zaman,m,Kaleem,2019
Mr. Jones,James Norton,m,Gareth Jones,2019
Mr. Jones,Vanessa Kirby,f,Ada Brooks,2019
Mr. Jones,Peter Sarsgaard,m,Walter Duranty,2019
Mr. Jones,Joseph Mawle,m,George Orwell,2019
Mr. Jones,Kenneth Cranham,m,Lloyd George,2019
Mr. Jones,Celyn Jones,m,Matthew,2019
Mr. Jones,Krzysztof Pieczynski,m,Maxim Litvinov,2019
Mr. Jones,Beata Pozniak,f,Rhea Clyman,2019
Mr. Jones,Fenella Woolgar,f,Miss Stevenson,2019
Mr. Jones,Martin Bishop,m,Sir Ernest Bennet,2019
Mr. Jones,John Edmondson,m,J.E. B Seely,2019
Mr. Jones,Michalina Olszanska,f,Yulia,2019
Mr. Jones,Martin Hugh Henley,m,L. C. Thornton,2019
Mr. Jones,Olena Leonenko,f,Receptionist,2019
Mr. Jones,Edward Wolstenholme,m,Eugene Lyons,2019
Mr. Jones,Marcin Czarnik,m,Paul Kleb,2019
Mr. Jones,Barry Mulkerns,m,John Cushny,2019
Mr. Jones,Piotr Szostak,m,Soviet soldier,2019
Mr. Jones,Alexander Bozhko,m,Journalist,2019
Mr. Jones,Oleh Kyryliv,m,Reporter,2019
Mr. Jones,Roman Skorovskiy,m,Reporter,2019
Mr. Jones,Serhiy Bachyk,m,Reporter,2019
Mr. Jones,Anton Andryuschenko,m,Soviet militiaman,2019
Mr. Jones,Alexander Markin,m,Soviet militiaman,2019
Mr. Jones,Marcin Masecki,m,Member of jazz band,2019
Mr. Jones,Jan Mlynarski,m,Member of jazz band,2019
Mr. Jones,Jerzy Rogiewicz,m,Member of jazz band,2019
Mr. Jones,Hanna Turnau,f,Young Russian,2019
Mr. Jones,Michael O'Donnell,m,Malcolm Muggeridge,2019
Mr. Jones,Marcin Latallo,m,Ralph Barnes,2019
Mr. Jones,Patricia Volny,f,Bonnie,2019
Mr. Jones,Aleksandr Pozharskiy,m,Petro,2019
Mr. Jones,Mikhail Klymchenko,m,Hotel Manager in Odessa,2019
Mr. Jones,Oleg Drach,m,Leonid,2019
Mr. Jones,Alexander Gerasimchuk,m,Peasant selling a goat,2019
Mr. Jones,Valery Teleshov,m,Soldier at the railway station,2019
Mr. Jones,Cyril Bunin,m,Soldier at the railway station,2019
Mr. Jones,Evgeniy Malukha,m,Thin ragged man,2019
Mr. Jones,Matvey Berezyuk,m,Ukrainian orphan,2019
Mr. Jones,Zahar Dvornik,m,Ukrainian orphan,2019
Mr. Jones,Olga Gorbach,f,Ukrainian orphan,2019
Mr. Jones,Bogdan Ostromogylsky,m,Ukrainian orphan,2019
Mr. Jones,Tymofiy Skurativsky,m,Ukrainian orphan,2019
Mr. Jones,Lev Sobolev,m,Ukrainian orphan,2019
Mr. Jones,Maria Zhuk,f,Ukrainian orphan,2019
Mr. Jones,Alexander Zhuranov,m,Ukrainian orphan,2019
Mr. Jones,Alina Kovalskaya,f,Larysa,2019
Mr. Jones,Makar Yershov,m,Andriy,2019
Mr. Jones,Anastasia Chala,f,Zhenya,2019
Mr. Jones,Anna Shaydyuk,f,Olya,2019
Mr. Jones,Vladimir Fedoruk,m,Michail,2019
Mr. Jones,Yakov Tkachenko,m,Vlad,2019
Mr. Jones,Wojciech Urbanski,m,Konstantin Umansky,2019
Mr. Jones,Michal Siudek,m,Soviet Prison Guard,2019
Mr. Jones,Jacob Krichefski,m,Leonard Moore,2019
Mr. Jones,Ksenia Matsuk,f,Katya,2019
Mr. Jones,Sebastian Bielawski,m,Duranty's son,2019
Mr. Jones,Julian Lewis Jones,m,Major Jones,2019
Mr. Jones,Richard Elfyn,m,Police Officer,2019
Mr. Jones,Maciej Nawrocki,m,Western Mail photographer,2019
Mr. Jones,Jane How,f,Eres,2019
Mr. Jones,Matthew Marsh,m,William Randolph Hearst,2019
Mr. Jones,Daria Akatava,f,,2019
Mr. Jones,Christopher Bloswick,m,American Journalist,2019
Mr. Jones,Andrea Cattaneo,m,,2019
Mr. Jones,Maria Czaus,f,,2019
Mr. Jones,Adam Dubiel,m,,2019
Mr. Jones,Tadeusz Dylawerski,m,,2019
Mr. Jones,Daria Dziewit,f,,2019
Mr. Jones,Fernando Fidalgo,m,,2019
Mr. Jones,Alexander Gorodetsky,m,,2019
Mr. Jones,Emilio Guevara,m,,2019
Mr. Jones,Angelika Ignatieva,f,,2019
Mr. Jones,Damian Jankowski,m,,2019
Mr. Jones,Nikolas Karampotis,m,,2019
Mr. Jones,Jonathan Keeble,m,,2019
Mr. Jones,Anatoliy Kislov,m,,2019
Mr. Jones,Witold Koprucha,m,,2019
Mr. Jones,Gawel Kownacki,m,,2019
Mr. Jones,Bozena Królikowska,f,,2019
Mr. Jones,Hiroshi Kurotaki,m,,2019
Mr. Jones,Monika Laskowska,f,,2019
Mr. Jones,Philip Lenkowsky,m,,2019
Mr. Jones,Aleksandra Lazarska,f,,2019
Mr. Jones,Jacek Lukaszewski,m,,2019
Mr. Jones,Piotr Majchrzak,m,,2019
Mr. Jones,Yury Mihno,m,,2019
Mr. Jones,Sofiya Ostromogylskaya,f,,2019
Mr. Jones,Oleksandr Panichuk,m,,2019
Mr. Jones,Magdalena Pierzynowska,f,,2019
Mr. Jones,Krzysztof Pietrzyk,m,,2019
Mr. Jones,Joanna Podsiadly,f,,2019
Mr. Jones,Pawel Popowicz,m,,2019
Mr. Jones,Maria Protsiv,f,,2019
Mr. Jones,Emilia Romanicz,f,,2019
Mr. Jones,Elzbieta Sielawa,f,,2019
Mr. Jones,Gabriela Smolen,m,,2019
Mr. Jones,Jerzy Socala,m,,2019
Mr. Jones,Piotr Spyra,m,,2019
Mr. Jones,Jadwiga Stadler,f,,2019
Mr. Jones,Jerzy Szymkiewicz,m,,2019
Mr. Jones,Alexander Tarelko,m,,2019
Mr. Jones,Vita Tavrika,f,,2019
Mr. Jones,Wojciech Trela,m,,2019
Mr. Jones,Arkadiusz Wilczak,m,,2019
Mr. Jones,Franc Zalewski,m,,2019
Mr. Jones,Pawel Zdeb,m,,2019
Mr. Jones,Antoni Zdunczyk,m,,2019
Mr. Jones,Olga Zmuda,f,,2019
Mr. Jones,Shady Othman,m,Jewish man near the bakery,2019
Mr. Jones,Ben Bradley,m,Butcher,2019
Mr. Jones,Cara Chase,f,Cerridwen,2019
Mr. Jones,Michal Grzesik,m,Reporter,2019
Mr. Jones,Billy Holland,m,Newspaper boy,2019
Mr. Jones,Alexander Hurry,m,Head Barman,2019
Mr. Jones,Sabrina John,f,Welsh Town Person,2019
Mr. Jones,Radoslaw Kuc,m,Reporter,2019
Mr. Jones,Patrick Lyster,m,Forrester-Smith Brooks,2019
Mr. Jones,Christopher McPhillips,m,Brewer,2019
Mr. Jones,Christopher Terry,m,Jacob,2019
Mr. Jones,Dominik Wald,m,Man in building,2019
Mr. Jones,Hannah Young,f,Pedestrian; Restaurant Guest,2019
When a Girl Loves,Mildred Harris,f,Bess,1919
When a Girl Loves,William Stowell,m,'Eagle' Ryan,1919
When a Girl Loves,Wharton Jones,m,The Minister,1919
When a Girl Loves,Alfred Paget,m,Ben Grant,1919
When a Girl Loves,Willis Marks,m,William Wiatt,1919
Bride & Prejudice,Aishwarya Rai Bachchan,f,Lalita Bakshi,2004
Bride & Prejudice,Martin Henderson,m,William Darcy,2004
Bride & Prejudice,Nadira Babbar,f,Manorama Bakshi,2004
Bride & Prejudice,Anupam Kher,m,Chaman Bakshi,2004
Bride & Prejudice,Naveen Andrews,m,Balraj,2004
Bride & Prejudice,Namrata Shirodkar,f,Jaya Bakshi,2004
Bride & Prejudice,Daniel Gillies,m,Johnny Wickham,2004
Bride & Prejudice,Indira Varma,f,Kiran,2004
Bride & Prejudice,Sonali Kulkarni,f,Chandra Lamba,2004
Bride & Prejudice,Nitin Ganatra,m,Mr. Kohli,2004
Bride & Prejudice,Meghna Kothari,f,Maya Bakshi,2004
Bride & Prejudice,Peeya Rai Chowdhary,f,Lakhi Bakshi,2004
Bride & Prejudice,Alexis Bledel,f,Georgina 'Georgie' Darcy,2004
Bride & Prejudice,Marsha Mason,f,Catherine Darcy,2004
Bride & Prejudice,Ashanti,f,Ashanti,2004
Bride & Prejudice,Harvey Virdi,f,Mrs. Lamba,2004
Bride & Prejudice,Shivani Ghai,f,Bride,2004
Bride & Prejudice,Georgina Chapman,f,Anne,2004
Bride & Prejudice,Mellan Mitchell,m,Bijili,2004
Bride & Prejudice,Rick Warden,m,Neighbour,2004
Bride & Prejudice,Saira Banu,f,Self,2004
Bride & Prejudice,Gurinder Chadha,f,Self,2004
Bride & Prejudice,Prem Chopra,m,Self,2004
Bride & Prejudice,Ray Donn,m,Limo Driver,2004
Bride & Prejudice,Michael Dotson,m,Choir Member,2004
Bride & Prejudice,Robin Hudson,f,Choir Soloist,2004
Bride & Prejudice,Anu Malik,m,Pandit,2004
Bride & Prejudice,Suzy Murton,f,Bridesmaid,2004
Bride & Prejudice,Neal Orion,m,Surfer,2004
Bride & Prejudice,Bill Ridealgh,m,Vicar,2004
Bride & Prejudice,Peter Rnic,m,Airline Passenger,2004
Bride & Prejudice,Harvey Weinstein,m,Self,2004
Bride & Prejudice,Mike Wike,m,Bell Boy,2004
Sorry for Your Loss,Elizabeth Olsen,f,Leigh Shaw,2018
Sorry for Your Loss,Kelly Marie Tran,f,Jules Shaw,2018
Sorry for Your Loss,Jovan Adepo,m,Danny Greer,2018
Sorry for Your Loss,Mamoudou Athie,m,Matt Greer,2018
Sorry for Your Loss,Janet McTeer,f,Amy,2018
Sorry for Your Loss,Zack Robidas,m,Drew Burmester,2018
Sorry for Your Loss,Don McManus,m,Richard,2018
Sorry for Your Loss,Lauren Robertson,f,Becca Urwin,2018
Sorry for Your Loss,LisaGay Hamilton,f,Bobby Greer,2018
Sorry for Your Loss,Carmen Cusack,f,Sabrina,2018
Sorry for Your Loss,Briana Venskus,f,Tommy,2018
Sorry for Your Loss,B.K. Cannon,f,Frankie,2018
Sorry for Your Loss,Khalilah Joi,f,Nina,2018
Sorry for Your Loss,Lyndon Smith,f,Lacey,2018
Sorry for Your Loss,Aisha Alfa,f,Claire,2018
Sorry for Your Loss,Andrea Martina,f,Barre Student,2018
Sorry for Your Loss,Mark Atteberry,m,Middle Aged Man,2018
Sorry for Your Loss,Shannon Dang,f,Crystal,2018
Sorry for Your Loss,Ellen Houis,f,Barista,2018
Sorry for Your Loss,Ryan Reilly,m,Ryan,2018
Sorry for Your Loss,Michael Gitomer,m,Grief Group Member,2018
Sorry for Your Loss,Mallory Mckenzie,f,Pool Guest / ...,2018
Sorry for Your Loss,Ij Scimeca,f,Grief Group,2018
Sorry for Your Loss,DeJean Brown,m,Mark,2018
Sorry for Your Loss,Poorna Jagannathan,f,Therapist,2018
Sorry for Your Loss,Luke Kirby,m,Tripp,2018
Sorry for Your Loss,Kate Alden,f,,2018
Sorry for Your Loss,Debbie Fan,f,Vet,2018
Sorry for Your Loss,Alexander Koch,m,Nicholas Schwaback,2018
Sorry for Your Loss,Jeremy A. Lopez,m,Guy at Dinner Party,2018
Sorry for Your Loss,Alice Amter,f,Tula,2018
Sorry for Your Loss,Leah Burke,f,,2018
Sorry for Your Loss,Frank Clem,m,Neil,2018
Sorry for Your Loss,Lindsay Burdge,f,Jenny Maxwell,2018
Sorry for Your Loss,Kikéy Castillo,f,Mari,2018
Sorry for Your Loss,Vic Chao,m,Joe Tsang,2018
Sorry for Your Loss,Jaime Schwarz,f,Struggling Girl,2018
Sorry for Your Loss,Anjali Bhimani,f,Gohar,2018
Sorry for Your Loss,Carie Kawa,f,Karen,2018
Sorry for Your Loss,Al Pugliese,m,,2018
Sorry for Your Loss,Ryan Carlberg,m,,2018
Sorry for Your Loss,Nate Duncan,m,Hotel Clerk,2018
Sorry for Your Loss,Bianca Lopez,f,Cecil,2018
Sorry for Your Loss,Denise G. Sanchez,f,,2018
Sorry for Your Loss,Mariel Flores,f,Nurse,2018
Sorry for Your Loss,Kenzo Lee,m,Jordan,2018
Sorry for Your Loss,Rene Rosado,m,Javi,2018
Sorry for Your Loss,Ali Saam,m,Sid,2018
Sorry for Your Loss,Kristen Studard,f,,2018
Sorry for Your Loss,Jack De Sena,m,,2018
Gang Related,Ramon Rodriguez,m,Ryan Lopez,2014
Gang Related,Jay Hernandez,m,Daniel Acosta,2014
Gang Related,RZA,m,Cassius Green,2014
Gang Related,Sung Kang,m,Tae Kim,2014
Gang Related,Inbar Lavi,f,Veronica 'Vee' Dotsen,2014
Gang Related,Reynaldo Gallegos,m,Carlos Acosta,2014
Gang Related,Shantel VanSanten,f,Jessica Chapel,2014
Gang Related,Cliff Curtis,m,Javier Acosta,2014
Gang Related,Terry O'Quinn,m,Sam Chapel,2014
Gang Related,Emilio Rivera,m,Tio Gordo,2014
Gang Related,Jay Karnes,m,Paul Carter,2014
Gang Related,Lela Loren,f,Silvia,2014
Gang Related,Catherine Dent,f,D.A. Ellis,2014
Gang Related,Amaury Nolasco,m,Matias,2014
Gang Related,Carlos Gómez,m,Miguel Salazar,2014
Gang Related,Saundra Santiago,f,Marciela Acosta,2014
Gang Related,Emiliano Díez,m,El Mozo,2014
Gang Related,Luis Moncada,m,Gnomo Pinzeta,2014
Gang Related,Noah Bean,m,Jason Manning,2014
Gang Related,Conor O'Farrell,m,Malcolm Goetz,2014
Gang Related,Anthony L. Fernandez,m,Los Angelicos Soldier / ...,2014
Gang Related,Philip Anthony-Rodriguez,m,Billy Cabrera,2014
Gang Related,Jane Park Smith,f,Su-Jin,2014
Gang Related,Bernyce Cruz,f,Javier's daughter,2014
Gang Related,Lorenzo Eduardo,m,J Dub,2014
Gang Related,Antonio Jaramillo,m,Beto,2014
Gang Related,Ray Campbell,m,Lavar Quintel,2014
Gang Related,Konstantin Lavysh,m,Anton Dotsen,2014
Gang Related,Pasha D. Lychnikoff,m,Slotko Yegenev,2014
Gang Related,Erik Daniel Cruz,m,Hector,2014
Gang Related,Roberto 'Sanz' Sanchez,m,Lucho Cruz,2014
Gang Related,Christopher Goodman,m,Agent Rick Nelson,2014
Gang Related,Hector Atreyu Ruiz,m,Jesus Pinzeta,2014
Gang Related,Ray Oriel,m,Jesse,2014
Gang Related,Arnold Chun,m,Bobby Cho / ...,2014
Gang Related,Maite Schwartz,f,Lindsey / ...,2014
Gang Related,Joey Abril,m,Inmate Prisoner / ...,2014
Gang Related,Christian Calloway,m,Hollywood Homeless,2014
Gang Related,Michael Flores,m,Los Angelicos,2014
Gang Related,Rafael Lozano,m,Los Angelicos Soldier,2014
Gang Related,Ross Thomas,m,James Tanner,2014
Gang Related,Ramon De Ocampo,m,Dr. Carrasco,2014
Gang Related,Scott Lawrence,m,Neal Briggs,2014
Gang Related,Gonzalo Menendez,m,Diego Diaz,2014
Gang Related,Derek Ray,m,Doctor Marco Pontrelli,2014
Gang Related,Aileen Davila,f,Natalia Diaz,2014
Gang Related,Ashley Zamora,f,Lourdes,2014
Gang Related,Noemi Gonzalez,f,Olivia,2014
Gang Related,Jeryl Prescott,f,Brenda Plemmons,2014
Gang Related,Louisa Abernathy,f,Older Woman,2014
The Peacemaker,Phillips Smalley,m,The Boarder,1913
The Peacemaker,Lois Weber,f,The Older Sister,1913
The Peacemaker,Rupert Julian,m,The Blacksmith - the Older Sister's Sweetheart,1913
Olive Kitteridge,Frances McDormand,f,Olive Kitteridge,2014
Olive Kitteridge,Richard Jenkins,m,Henry Kitteridge,2014
Olive Kitteridge,Ken Cheeseman,m,Harmon Newton,2014
Olive Kitteridge,Ann Dowd,f,Bonnie Newton,2014
Olive Kitteridge,Adam J. Freeman,m,Doyle Larkin,2014
Olive Kitteridge,Donna Mitchell,f,Louise Larkin,2014
Olive Kitteridge,Martha Wainwright,f,Angela O'Meara,2014
Olive Kitteridge,John Gallagher Jr.,m,Christopher Kitteridge,2014
Olive Kitteridge,Peter Mullan,m,Jim O'Casey,2014
Olive Kitteridge,SerahRose Roth,f,Mrs. Manhattan,2014
Olive Kitteridge,Nancy E. Carroll,f,Lois Granger,2014
Olive Kitteridge,Sean Vincent,m,Manhattan Child,2014
Olive Kitteridge,Rosemarie DeWitt,f,Rachel Coulson,2014
Olive Kitteridge,Patrick French,m,Mr. Manhattan,2014
Olive Kitteridge,Marianna Bassham,f,Penny,2014
Olive Kitteridge,Devin Druid,m,Christopher,2014
Olive Kitteridge,Zoe Kazan,f,Denise Thibodeau,2014
Olive Kitteridge,JoJo Whilden,f,Aid Rite Passerby,2014
Olive Kitteridge,Brady Corbet,m,Henry Thibodeau,2014
Olive Kitteridge,Calder Melvoin,m,Stan the Man,2014
Olive Kitteridge,Bill Murray,m,Jack Kennison,2014
Olive Kitteridge,Jesse Plemons,m,Jerry McCarthy,2014
Olive Kitteridge,Maryann Urbano,f,Linda Kennison,2014
Olive Kitteridge,Katie Elinoff,f,Stock Girl,2014
Olive Kitteridge,John T. Mullen,m,Kevin,2014
Olive Kitteridge,Moira Driscoll,f,Mrs. Howe,2014
Olive Kitteridge,Amanda Good Hennessey,f,Waitress,2014
Olive Kitteridge,Anabel Graetz,f,Mrs. Merriman,2014
Olive Kitteridge,Amanda Collins,f,Nurse Patricia,2014
Olive Kitteridge,James McMenamin,m,Tony Kuzio,2014
Olive Kitteridge,Patrick Carroll,m,Dr. Ted,2014
Olive Kitteridge,Maureen Keiller,f,Irene O'Casey,2014
Olive Kitteridge,Rhet Kidd,m,Pig Mask,2014
Olive Kitteridge,Paul Richard Yarborough,m,Ski Mask,2014
Olive Kitteridge,Zillah Glory,f,Marlene Kuzio,2014
Olive Kitteridge,John Vincent Mason,m,Cop,2014
Olive Kitteridge,Christopher Jon Gombos,m,Cop,2014
Olive Kitteridge,Frank Ridley,m,Mr. Thibodeau,2014
Olive Kitteridge,Dee Nelson,f,Mary Blackwell,2014
Olive Kitteridge,Sam Pannier,f,Sister-In-Law / ...,2014
