actor,director,gender
Emilie Ohana,Gurinder Chadha,f
Jillian Bach,Mira Nair,f
Jillian Bach,Allison Anders,f
Kevin Cannon,Mira Nair,m
Kevin Cannon,Kasi Lemmons,m
Kevin Cannon,Susan Seidelman,m
Cesar De León,Mira Nair,m
Cesar De León,Allison Anders,m
Andy Karl,Mira Nair,m
Andy Karl,Donna Deitch,m
Harry L. Seddon,Mira Nair,m
Harry L. Seddon,Penny Marshall,m
Michael Higgins,Barbara Loden,m
Michael Higgins,Tamara Jenkins,m
Joe Dennis,Barbara Loden,m
Joe Dennis,Shirley Clarke,m
Jean-Pierre Léaud,Agnes Varda,m
Jean-Pierre Léaud,Chantal Akerman,m
Jean-Pierre Léaud,Catherine Breillat,m
Laura Betti,Agnes Varda,f
Laura Betti,Catherine Breillat,f
Mathieu Demy,Agnes Varda,m
Mathieu Demy,Céline Sciamma,m
Anna Karina,Agnes Varda,f
Anna Karina,Jane Campion,f
James Forman,Agnes Varda,m
James Forman,Kirsten Johnson,m
Marcello Mastroianni,Agnes Varda,m
Marcello Mastroianni,Jane Campion,m
Marcello Mastroianni,Lina Wertmüller,m
Anouk Aimée,Agnes Varda,f
Anouk Aimée,Jane Campion,f
Fanny Ardant,Agnes Varda,f
Fanny Ardant,Gurinder Chadha,f
Robert De Niro,Agnes Varda,m
Robert De Niro,Penny Marshall,m
Robert De Niro,Nancy Meyers,m
Harrison Ford,Agnes Varda,m
Harrison Ford,Kathryn Bigelow,m
Harrison Ford,Lois Weber,m
Sabine Azéma,Agnes Varda,f
Sabine Azéma,Lina Wertmüller,f
Isabelle Adjani,Agnes Varda,f
Isabelle Adjani,Jane Campion,f
Isabelle Adjani,Elaine May,f
Francisco Rabal,Agnes Varda,m
Francisco Rabal,Lina Wertmüller,m
Sandra Bernhard,Agnes Varda,f
Sandra Bernhard,Jennie Livingston,f
Daryl Hannah,Agnes Varda,f
Daryl Hannah,Lana Wachowski,f
Daryl Hannah,Lilly Wachowski,f
Daryl Hannah,Penelope Spheeris,f
Daryl Hannah,Susan Seidelman,f
Jean-Pierre Kalfon,Agnes Varda,m
Jean-Pierre Kalfon,Chantal Akerman,m
Emily Lloyd,Agnes Varda,f
Emily Lloyd,Susan Seidelman,f
Martin Sheen,Agnes Varda,m
Martin Sheen,Ava DuVernay,m
Shirley Clarke,Agnes Varda,f
Shirley Clarke,Shirley Clarke,f
Peter Bogdanovich,Agnes Varda,m
Peter Bogdanovich,Barbara Kopple,m
Peter Bogdanovich,Sofia Coppola,m
Peter Bogdanovich,Elaine May,m
Coretta Scott King,Agnes Varda,f
Coretta Scott King,Barbara Kopple,f
Rip Torn,Agnes Varda,m
Rip Torn,Sofia Coppola,m
Rip Torn,Penelope Spheeris,m
Myriam Boyer,Agnes Varda,f
Myriam Boyer,Chantal Akerman,f
Yolande Moreau,Agnes Varda,f
Yolande Moreau,Catherine Breillat,f
Yolande Moreau,Gurinder Chadha,f
Bertrand Tavernier,Agnes Varda,m
Bertrand Tavernier,Lina Wertmüller,m
Danielle Darrieux,Agnes Varda,f
Danielle Darrieux,Marjane Satrapi,f
Sapho,Agnes Varda,f
Sapho,Chantal Akerman,f
Delphine Seyrig,Agnes Varda,f
Delphine Seyrig,Chantal Akerman,f
Dominique Sanda,Agnes Varda,f
Dominique Sanda,Lina Wertmüller,f
Richard Bennett,Agnes Varda,m
Richard Bennett,Dorothy Arzner,m
Angela Davis,Agnes Varda,
Angela Davis,Gina Prince-Bythewood,f
Eartha Kitt,Agnes Varda,f
Eartha Kitt,Barbara Kopple,f
Shelley Winters,Agnes Varda,f
Shelley Winters,Jane Campion,f
Shelley Winters,Ida Lupino,f
David Birkin,Agnes Varda,m
David Birkin,Gillian Armstrong,m
Stephen Fry,Agnes Varda,m
Stephen Fry,Donna Deitch,m
Peter Gabriel,Agnes Varda,m
Peter Gabriel,Barbara Kopple,m
Hugh Laurie,Agnes Varda,m
Hugh Laurie,Susanne Bier,m
Jean-Louis Trintignant,Agnes Varda,m
Jean-Louis Trintignant,Jane Campion,m
Stacey Dash,Amy Heckerling,f
Stacey Dash,Penny Marshall,f
Brittany Murphy,Amy Heckerling,f
Brittany Murphy,Penny Marshall,f
Brittany Murphy,Donna Deitch,f
Brittany Murphy,Martha Coolidge,f
Paul Rudd,Amy Heckerling,m
Paul Rudd,Joan Micklin Silver,m
Donald Faison,Amy Heckerling,m
Donald Faison,Patricia Cardoso,m
Aida Linares,Amy Heckerling,f
Aida Linares,Susan Seidelman,f
Wallace Shawn,Amy Heckerling,m
Wallace Shawn,Donna Deitch,m
Wallace Shawn,Euzhan Palcy,m
Wallace Shawn,Allison Anders,m
Wallace Shawn,Joan Micklin Silver,m
Twink Caplan,Amy Heckerling,f
Twink Caplan,Claudia Weill,f
Josh Lozoff,Amy Heckerling,m
Josh Lozoff,Joan Micklin Silver,m
Anthony Beninati,Amy Heckerling,m
Anthony Beninati,Julie Dash,m
Freema Agyeman,Amy Heckerling,f
Freema Agyeman,Lana Wachowski,f
Freema Agyeman,Lilly Wachowski,f
Matt Letscher,Amy Heckerling,m
Matt Letscher,Ava DuVernay,m
Lindsey Gort,Amy Heckerling,f
Lindsey Gort,Cheryl Dunye,f
Lindsey Gort,Patricia Cardoso,f
Scott Cohen,Amy Heckerling,m
Scott Cohen,Donna Deitch,m
Scott Cohen,Nicole Holofcener,m
Evan Crooks,Amy Heckerling,m
Evan Crooks,Karyn Kusama,m
Evan Crooks,Marielle Heller,m
Nadia Dajani,Amy Heckerling,f
Nadia Dajani,Sofia Coppola,f
Nadia Dajani,Donna Deitch,f
Terry Serpico,Amy Heckerling,m
Terry Serpico,Donna Deitch,m
Ryan Dinning,Amy Heckerling,m
Ryan Dinning,Cheryl Dunye,m
Griffin Matthews,Amy Heckerling,m
Griffin Matthews,Cheryl Dunye,m
Griffin Matthews,Kimberly Peirce,m
Adriana DeMeo,Amy Heckerling,f
Adriana DeMeo,Martha Coolidge,f
Saoirse Ronan,Amy Heckerling,f
Saoirse Ronan,Greta Gerwig,f
Saoirse Ronan,Gillian Armstrong,f
Fred Willard,Amy Heckerling,m
Fred Willard,Penny Marshall,m
Fred Willard,Dee Rees,m
Fred Willard,Claudia Weill,m
Jon Lovitz,Amy Heckerling,m
Jon Lovitz,Penny Marshall,m
Tracey Ullman,Amy Heckerling,f
Tracey Ullman,Penny Marshall,f
Iddo Goldberg,Amy Heckerling,m
Iddo Goldberg,Niki Caro,m
Olivia Colman,Amy Heckerling,f
Olivia Colman,Susanne Bier,f
Simon Kunz,Amy Heckerling,m
Simon Kunz,Nancy Meyers,m
Archie Panjabi,Amy Heckerling,f
Archie Panjabi,Gurinder Chadha,f
David Mitchell,Amy Heckerling,m
David Mitchell,Lana Wachowski,m
David Mitchell,Lilly Wachowski,m
David Mitchell,Alanis Obomsawin,m
Sally Kellerman,Amy Heckerling,f
Sally Kellerman,Susan Seidelman,f
Sally Kellerman,Ida Lupino,f
Lasco Atkins,Amy Heckerling,m
Lasco Atkins,Nancy Meyers,m
Richard Nixon,Amy Heckerling,m
Richard Nixon,Barbara Kopple,m
Richard Nixon,Kathryn Bigelow,m
Richard Nixon,Kirsten Johnson,m
Richard Nixon,Susan Seidelman,m
Ronan Summers,Amy Heckerling,m
Ronan Summers,Lynne Ramsay,m
Henry Winkler,Amy Heckerling,m
Henry Winkler,Barbara Kopple,m
Henry Winkler,Penny Marshall,m
Henry Winkler,Donna Deitch,m
Henry Winkler,Patty Jenkins,m
Henry Winkler,Penelope Spheeris,m
Henry Winkler,Nicole Holofcener,m
Greg Kinnear,Amy Heckerling,m
Greg Kinnear,Dee Rees,m
John Ortiz,Amy Heckerling,m
John Ortiz,Nicole Holofcener,m
Necar Zadegan,Amy Heckerling,f
Necar Zadegan,Lisa Cholodenko,f
David Harbour,Amy Heckerling,m
David Harbour,Kimberly Peirce,m
Kim Hawthorne,Amy Heckerling,f
Kim Hawthorne,Donna Deitch,f
Omar J. Dorsey,Amy Heckerling,m
Omar J. Dorsey,Julie Dash,m
Omar J. Dorsey,Ava DuVernay,m
Omar J. Dorsey,Cheryl Dunye,m
Omar J. Dorsey,Kasi Lemmons,m
Omar J. Dorsey,Patricia Cardoso,m
Jeffrey Nordling,Amy Heckerling,m
Jeffrey Nordling,Claudia Weill,m
Jeffrey Nordling,Martha Coolidge,m
Emjay Anthony,Amy Heckerling,m
Emjay Anthony,Nancy Meyers,m
Damon Gupton,Amy Heckerling,m
Damon Gupton,Allison Anders,m
Jama Williamson,Amy Heckerling,f
Jama Williamson,Nicole Holofcener,f
David Gautreaux,Amy Heckerling,m
David Gautreaux,Allison Anders,m
David Gautreaux,Martha Coolidge,m
Bill Cobbs,Amy Heckerling,m
Bill Cobbs,Claudia Weill,m
Bill Cobbs,Nicole Holofcener,m
Kelly Frye,Amy Heckerling,f
Kelly Frye,Cheryl Dunye,f
Kelly Frye,Patricia Cardoso,f
David Lengel,Amy Heckerling,m
David Lengel,Nicole Holofcener,m
Anne Gee Byrd,Amy Heckerling,f
Anne Gee Byrd,Gina Prince-Bythewood,f
Anne Gee Byrd,Claudia Weill,f
Anthony Anderson,Amy Heckerling,m
Anthony Anderson,Cheryl Dunye,m
Anthony Anderson,Gina Prince-Bythewood,m
Kate Burton,Amy Heckerling,f
Kate Burton,Ava DuVernay,f
Kate Burton,Donna Deitch,f
Tony Hawk,Amy Heckerling,m
Tony Hawk,Catherine Hardwick,m
Bess Armstrong,Amy Heckerling,f
Bess Armstrong,Catherine Hardwick,f
Bess Armstrong,Claudia Weill,f
Chevy Chase,Amy Heckerling,m
Chevy Chase,Barbara Kopple,m
Beverly D'Angelo,Amy Heckerling,f
Beverly D'Angelo,Patty Jenkins,f
Beverly D'Angelo,Allison Anders,f
Beverly D'Angelo,Claudia Weill,f
Kevi Kendall,Amy Heckerling,f
Kevi Kendall,Penelope Spheeris,f
Massimo Sarchielli,Amy Heckerling,m
Massimo Sarchielli,Marleen Gorris,m
Moon Unit Zappa,Amy Heckerling,f
Moon Unit Zappa,Kathryn Bigelow,f
Moon Unit Zappa,Penelope Spheeris,f
Moon Unit Zappa,Claudia Weill,f
Gary Owens,Amy Heckerling,m
Gary Owens,Martha Coolidge,m
Claudia Wells,Amy Heckerling,f
Claudia Wells,Gina Prince-Bythewood,f
Claudia Wells,Claudia Weill,f
Courtney Thorne-Smith,Amy Heckerling,f
Courtney Thorne-Smith,Penny Marshall,f
Courtney Thorne-Smith,Claudia Weill,f
James Nardini,Amy Heckerling,m
James Nardini,Claudia Weill,m
Dean Cameron,Amy Heckerling,m
Dean Cameron,Claudia Weill,m
Patrick Dempsey,Amy Heckerling,m
Patrick Dempsey,Kathryn Bigelow,m
Patrick Dempsey,Donna Deitch,m
Patrick Dempsey,Claudia Weill,m
Patrick Dempsey,Joan Micklin Silver,m
Kit McDonough,Amy Heckerling,f
Kit McDonough,Claudia Weill,f
Kit McDonough,Martha Coolidge,f
Vincent Schiavelli,Amy Heckerling,m
Vincent Schiavelli,Claudia Weill,m
Ray Walston,Amy Heckerling,m
Ray Walston,Claudia Weill,m
Wallace Langham,Amy Heckerling,m
Wallace Langham,Donna Deitch,m
Wallace Langham,Claudia Weill,m
Bill Calvert,Amy Heckerling,m
Bill Calvert,Claudia Weill,m
Jason Hervey,Amy Heckerling,m
Jason Hervey,Claudia Weill,m
Paul Willson,Amy Heckerling,m
Paul Willson,Penny Marshall,m
Paul Willson,Claudia Weill,m
Lee Ving,Amy Heckerling,m
Lee Ving,Penelope Spheeris,m
Lee Ving,Claudia Weill,m
Charles Fleischer,Amy Heckerling,m
Charles Fleischer,Penny Marshall,m
Charles Fleischer,Claudia Weill,m
Richard Epcar,Amy Heckerling,m
Richard Epcar,Claudia Weill,m
Martin Mull,Amy Heckerling,m
Martin Mull,Patty Jenkins,m
Martin Mull,Claudia Weill,m
Sandy Simpson,Amy Heckerling,m
Sandy Simpson,Claudia Weill,m
Douglas Warhit,Amy Heckerling,m
Douglas Warhit,Claudia Weill,m
Mert Rich,Amy Heckerling,m
Mert Rich,Claudia Weill,m
Neal Israel,Amy Heckerling,m
Neal Israel,Claudia Weill,m
Michael McCabe,Amy Heckerling,m
Michael McCabe,Claudia Weill,m
Larry Wilmore,Amy Heckerling,m
Larry Wilmore,Martha Coolidge,m
Zak Orth,Amy Heckerling,m
Zak Orth,Karyn Kusama,m
Zak Orth,Marielle Heller,m
Justin Kirk,Amy Heckerling,m
Justin Kirk,Kimberly Peirce,m
Justin Kirk,Martha Coolidge,m
Amir Arison,Amy Heckerling,m
Amir Arison,Claudia Weill,m
Ivan Sergei,Amy Heckerling,m
Ivan Sergei,Donna Deitch,m
Malcolm McDowell,Amy Heckerling,m
Malcolm McDowell,Donna Deitch,m
Malcolm McDowell,Patty Jenkins,m
Malcolm McDowell,Allison Anders,m
Richard Lewis,Amy Heckerling,m
Richard Lewis,Martha Coolidge,m
Marilu Henner,Amy Heckerling,f
Marilu Henner,Donna Deitch,f
Marilu Henner,Joan Micklin Silver,f
Marilu Henner,Martha Coolidge,f
Gael García Bernal,Amy Heckerling,m
Gael García Bernal,Lucrecia Martel,m
Gina Gershon,Amy Heckerling,f
Gina Gershon,Lana Wachowski,f
Gina Gershon,Lilly Wachowski,f
Jessica Hecht,Amy Heckerling,f
Jessica Hecht,Marielle Heller,f
Jessica Hecht,Nicole Holofcener,f
Ann Carr,Amy Heckerling,f
Ann Carr,Desiree Akhavan,f
Michael Torpey,Amy Heckerling,m
Michael Torpey,Nicole Holofcener,m
Maria Dizzia,Amy Heckerling,f
Maria Dizzia,Patricia Cardoso,f
Maria Dizzia,Susanne Bier,f
Rachel Feinstein,Amy Heckerling,f
Rachel Feinstein,Nicole Holofcener,f
John Hodgman,Amy Heckerling,m
John Hodgman,Nicole Holofcener,m
Mark Linn-Baker,Amy Heckerling,m
Mark Linn-Baker,Susan Seidelman,m
Mark Linn-Baker,Martha Coolidge,m
Richard Masur,Amy Heckerling,m
Richard Masur,Andrea Arnold,m
Richard Masur,Marielle Heller,m
Richard Masur,Nicole Holofcener,m
Ryan Farrell,Amy Heckerling,m
Ryan Farrell,Nicole Holofcener,m
Neal Lerner,Amy Heckerling,m
Neal Lerner,Nicole Holofcener,m
Anne O'Sullivan,Amy Heckerling,f
Anne O'Sullivan,Barbra Streisand,f
Jason Biggs,Amy Heckerling,m
Jason Biggs,Donna Deitch,m
Jason Biggs,Allison Anders,m
Jason Biggs,Nicole Holofcener,m
Thomas Sadoski,Amy Heckerling,m
Thomas Sadoski,Lisa Cholodenko,m
Dan Aykroyd,Amy Heckerling,m
Dan Aykroyd,Penny Marshall,m
Robert Miano,Amy Heckerling,m
Robert Miano,Penelope Spheeris,m
Colleen Camp,Amy Heckerling,f
Colleen Camp,Chantal Akerman,f
Colleen Camp,Penelope Spheeris,f
Colleen Camp,Martha Coolidge,f
Steven Wright,Amy Heckerling,m
Steven Wright,Susan Seidelman,m
Andrea Martin,Amy Heckerling,f
Andrea Martin,Penelope Spheeris,f
Tracy Dawson,Amy Heckerling,f
Tracy Dawson,Donna Deitch,f
Richard Blackburn,Amy Heckerling,m
Richard Blackburn,Donna Deitch,m
Billy Otis,Amy Heckerling,m
Billy Otis,Lisa Cholodenko,m
Martin Roach,Amy Heckerling,m
Martin Roach,Kasi Lemmons,m
Martin Roach,Catherine Hardwick,m
Martin Roach,Claudia Weill,m
Valerie Boyle,Amy Heckerling,f
Valerie Boyle,Kasi Lemmons,f
Jack Jessop,Amy Heckerling,m
Jack Jessop,Gillian Armstrong,m
James Barrett,Amy Heckerling,m
James Barrett,Joanna Hogg,m
Clare Preuss,Amy Heckerling,f
Clare Preuss,Martha Coolidge,f
Noah Dalton Danby,Amy Heckerling,m
Noah Dalton Danby,Donna Deitch,m
David Spade,Amy Heckerling,m
David Spade,Penelope Spheeris,m
D.W. Brown,Amy Heckerling,m
D.W. Brown,Martha Coolidge,m
Forest Whitaker,Amy Heckerling,m
Forest Whitaker,Dee Rees,m
Forest Whitaker,Kasi Lemmons,m
Tom Nolan,Amy Heckerling,m
Tom Nolan,Ida Lupino,m
James Russo,Amy Heckerling,m
James Russo,Donna Deitch,m
James Bolt,Amy Heckerling,m
James Bolt,Penelope Spheeris,m
Nicolas Cage,Amy Heckerling,m
Nicolas Cage,Martha Coolidge,m
Anthony Edwards,Amy Heckerling,m
Anthony Edwards,Donna Deitch,m
Michael Wyle,Amy Heckerling,m
Michael Wyle,Martha Coolidge,m
Allie Grant,Amy Heckerling,f
Allie Grant,Martha Coolidge,f
Ana Gasteyer,Amy Heckerling,f
Ana Gasteyer,Nancy Meyers,f
Alan Tudyk,Amy Heckerling,m
Alan Tudyk,Patty Jenkins,m
Alan Tudyk,Jennifer Lee,m
Chris Parnell,Amy Heckerling,m
Chris Parnell,Donna Deitch,m
Rex Lee,Amy Heckerling,m
Rex Lee,Patty Jenkins,m
Gillian Vigman,Amy Heckerling,f
Gillian Vigman,Penny Marshall,f
Miriam Flynn,Amy Heckerling,f
Miriam Flynn,Penny Marshall,f
Miriam Flynn,Martha Coolidge,f
Deena Dill,Amy Heckerling,f
Deena Dill,Penelope Spheeris,f
Jay Mohr,Amy Heckerling,m
Jay Mohr,Susan Seidelman,m
Arden Myrin,Amy Heckerling,f
Arden Myrin,Martha Coolidge,f
Arden Myrin,Nancy Meyers,f
Paula Newsome,Amy Heckerling,f
Paula Newsome,Susanne Bier,f
Jamie Denbo,Amy Heckerling,f
Jamie Denbo,Martha Coolidge,f
Malin Akerman,Amy Heckerling,f
Malin Akerman,Karyn Kusama,f
Tim Meadows,Amy Heckerling,m
Tim Meadows,Nicole Holofcener,m
Todd Louiso,Amy Heckerling,m
Todd Louiso,Donna Deitch,m
Todd Louiso,Nicole Holofcener,m
Darlene Hunt,Amy Heckerling,f
Darlene Hunt,Lisa Cholodenko,f
Kirstie Alley,Amy Heckerling,f
Kirstie Alley,Joan Micklin Silver,f
Olympia Dukakis,Amy Heckerling,f
Olympia Dukakis,Barbara Kopple,f
Olympia Dukakis,Patricia Cardoso,f
Olympia Dukakis,Sarah Polley,f
Olympia Dukakis,Nicole Holofcener,f
Bruce Willis,Amy Heckerling,m
Bruce Willis,Allison Anders,m
Bruce Willis,Claudia Weill,m
Bruce Willis,Martha Coolidge,m
Roseanne Barr,Amy Heckerling,f
Roseanne Barr,Barbara Kopple,f
Roseanne Barr,Penny Marshall,f
Roseanne Barr,Susan Seidelman,f
Mel Brooks,Amy Heckerling,m
Mel Brooks,Barbara Kopple,m
Mel Brooks,Elaine May,m
Mel Brooks,Penelope Spheeris,m
Lesley Ewen,Amy Heckerling,f
Lesley Ewen,Allison Anders,f
Noelle Parker,Amy Heckerling,f
Noelle Parker,Joan Micklin Silver,f
Don S. Davis,Amy Heckerling,m
Don S. Davis,Penny Marshall,m
Don S. Davis,Claudia Weill,m
Michael Keaton,Amy Heckerling,m
Michael Keaton,Penny Marshall,m
Griffin Dunne,Amy Heckerling,m
Griffin Dunne,Andrea Arnold,m
Griffin Dunne,Susan Seidelman,m
Griffin Dunne,Catherine Hardwick,m
Griffin Dunne,Joan Micklin Silver,m
Griffin Dunne,Kimberly Peirce,m
Dom DeLuise,Amy Heckerling,m
Dom DeLuise,Ida Lupino,m
Danny DeVito,Amy Heckerling,m
Danny DeVito,Kathryn Bigelow,m
Danny DeVito,Penny Marshall,m
Danny DeVito,Sofia Coppola,m
Alan Hale Jr.,Amy Heckerling,m
Alan Hale Jr.,Ida Lupino,m
Hank Garrett,Amy Heckerling,m
Hank Garrett,Donna Deitch,m
Hank Garrett,Penelope Spheeris,m
Hank Garrett,Claudia Weill,m
Katie La Bourdette,Amy Heckerling,f
Katie La Bourdette,Donna Deitch,f
Jeffrey Weissman,Amy Heckerling,m
Jeffrey Weissman,Joan Micklin Silver,m
Chuck Hicks,Amy Heckerling,m
Chuck Hicks,Ida Lupino,m
James Coco,Amy Heckerling,m
James Coco,Elaine May,m
James Coco,Claudia Weill,m
James Coco,Martha Coolidge,m
Joe Flaherty,Amy Heckerling,m
Joe Flaherty,Martha Coolidge,m
Helen Kelly,Amy Heckerling,f
Helen Kelly,Penelope Spheeris,f
Helen Kelly,Martha Coolidge,f
Leighton Meester,Amy Heckerling,f
Leighton Meester,Martha Coolidge,f
Penn Badgley,Amy Heckerling,m
Penn Badgley,Lisa Cholodenko,m
Kelly Rutherford,Amy Heckerling,f
Kelly Rutherford,Catherine Hardwick,f
Jessica Szohr,Amy Heckerling,f
Jessica Szohr,Allison Anders,f
Zuzanna Szadkowski,Amy Heckerling,f
Zuzanna Szadkowski,Claudia Weill,f
Connor Paolo,Amy Heckerling,m
Connor Paolo,Dee Rees,m
Margaret Colin,Amy Heckerling,f
Margaret Colin,Susan Seidelman,f
Elizabeth Hurley,Amy Heckerling,f
Elizabeth Hurley,Kathryn Bigelow,f
Desmond Harrington,Amy Heckerling,m
Desmond Harrington,Penny Marshall,m
Desmond Harrington,Donna Deitch,m
Sebastian Stan,Amy Heckerling,m
Sebastian Stan,Karyn Kusama,m
Tika Sumpter,Amy Heckerling,f
Tika Sumpter,Dee Rees,f
James Naughton,Amy Heckerling,m
James Naughton,Martha Coolidge,m
Sofia Black-D'Elia,Amy Heckerling,f
Sofia Black-D'Elia,Patty Jenkins,f
Sheila Kelley,Amy Heckerling,f
Sheila Kelley,Joan Micklin Silver,f
Marina Squerciati,Amy Heckerling,f
Marina Squerciati,Karyn Kusama,f
Marina Squerciati,Kelly Reichardt,f
Marina Squerciati,Nancy Meyers,f
John Patrick Amedori,Amy Heckerling,m
John Patrick Amedori,Cheryl Dunye,m
John Patrick Amedori,Kimberly Peirce,m
Hilary Duff,Amy Heckerling,f
Hilary Duff,Martha Coolidge,f
John Stamos,Amy Heckerling,m
John Stamos,Donna Deitch,m
Lil Rel Howery,Amy Heckerling,m
Lil Rel Howery,Susanne Bier,m
George Segal,Amy Heckerling,m
George Segal,Barbra Streisand,m
Abe Vigoda,Amy Heckerling,m
Abe Vigoda,Martha Coolidge,m
Jerry Wasserman,Amy Heckerling,m
Jerry Wasserman,Susan Seidelman,m
Jerry Wasserman,Claudia Weill,m
John Krasinski,Amy Heckerling,m
John Krasinski,Kathryn Bigelow,m
John Krasinski,Nancy Meyers,m
Kate Flannery,Amy Heckerling,f
Kate Flannery,Marleen Gorris,f
Mindy Kaling,Amy Heckerling,f
Mindy Kaling,Ava DuVernay,f
Steve Carell,Amy Heckerling,m
Steve Carell,Dee Rees,m
Ellie Kemper,Amy Heckerling,f
Ellie Kemper,Sofia Coppola,f
Ellie Kemper,Nicole Holofcener,f
Melora Hardin,Amy Heckerling,f
Melora Hardin,Andrea Arnold,f
Melora Hardin,Dee Rees,f
Melora Hardin,Marielle Heller,f
Andy Buckley,Amy Heckerling,m
Andy Buckley,Greta Gerwig,m
Andy Buckley,Karyn Kusama,m
Andy Buckley,Marielle Heller,m
David Denman,Amy Heckerling,m
David Denman,Martha Coolidge,m
Rashida Jones,Amy Heckerling,f
Rashida Jones,Sofia Coppola,f
Rashida Jones,Ava DuVernay,f
Rashida Jones,Martha Coolidge,f
Rashida Jones,Nicole Holofcener,f
Jake Lacy,Amy Heckerling,m
Jake Lacy,Claudia Weill,m
Jake Lacy,Desiree Akhavan,m
David Koechner,Amy Heckerling,m
David Koechner,Martha Coolidge,m
Jack Coleman,Amy Heckerling,m
Jack Coleman,Donna Deitch,m
Lindsey Broad,Amy Heckerling,f
Lindsey Broad,Patricia Cardoso,f
Linda Purl,Amy Heckerling,f
Linda Purl,Donna Deitch,f
Linda Purl,Catherine Hardwick,f
Linda Purl,Martha Coolidge,f
Nancy Carell,Amy Heckerling,f
Nancy Carell,Martha Coolidge,f
Chris Diamantopoulos,Amy Heckerling,m
Chris Diamantopoulos,Patty Jenkins,m
Amy Pietz,Amy Heckerling,f
Amy Pietz,Claudia Weill,f
Jack Gordon,Andrea Arnold,m
Jack Gordon,Gurinder Chadha,m
Adeel Akhtar,Andrea Arnold,m
Adeel Akhtar,Susanne Bier,m
Toby Jones,Andrea Arnold,m
Toby Jones,Dee Rees,m
Toby Jones,Kelly Reichardt,m
Toby Jones,Sally Potter,m
Toby Jones,Susanne Bier,m
Jeff Mirza,Andrea Arnold,m
Jeff Mirza,Gurinder Chadha,m
David Ajala,Andrea Arnold,m
David Ajala,Lana Wachowski,m
David Ajala,Lilly Wachowski,m
Roger Allam,Andrea Arnold,m
Roger Allam,Lana Wachowski,m
Roger Allam,Lilly Wachowski,m
Lorraine Ashbourne,Andrea Arnold,f
Lorraine Ashbourne,Gurinder Chadha,f
Sasha Lane,Andrea Arnold,f
Sasha Lane,Gina Prince-Bythewood,f
Sasha Lane,Desiree Akhavan,f
Isaiah Stone,Andrea Arnold,m
Isaiah Stone,Debra Granik,m
Will Patton,Andrea Arnold,m
Will Patton,Gina Prince-Bythewood,m
Will Patton,Kasi Lemmons,m
Will Patton,Kelly Reichardt,m
Will Patton,Susan Seidelman,m
Will Patton,Claudia Weill,m
Oliver Milburn,Andrea Arnold,m
Oliver Milburn,Sally Potter,m
Isabella Rossellini,Andrea Arnold,f
Isabella Rossellini,Penny Marshall,f
Isabella Rossellini,Marjane Satrapi,f
Isabella Rossellini,Susan Seidelman,f
Kathryn Hahn,Andrea Arnold,f
Kathryn Hahn,Donna Deitch,f
Kathryn Hahn,Lisa Cholodenko,f
Kathryn Hahn,Marielle Heller,f
Kathryn Hahn,Tamara Jenkins,f
Kathryn Hahn,Claudia Weill,f
Kathryn Hahn,Kimberly Peirce,f
Kathryn Hahn,Nancy Meyers,f
Kathryn Hahn,Nicole Holofcener,f
Roberta Colindrez,Andrea Arnold,f
Roberta Colindrez,Kimberly Peirce,f
Bobbi Salvör Menuez,Andrea Arnold,f
Bobbi Salvör Menuez,Kimberly Peirce,f
Lily Mojekwu,Andrea Arnold,f
Lily Mojekwu,Kimberly Peirce,f
Sherry Cola,Andrea Arnold,f
Sherry Cola,Cheryl Dunye,f
Sherry Cola,Kimberly Peirce,f
Adhir Kalyan,Andrea Arnold,m
Adhir Kalyan,Kimberly Peirce,m
Phoebe Robinson,Andrea Arnold,f
Phoebe Robinson,Kimberly Peirce,f
Gabrielle Maiden,Andrea Arnold,f
Gabrielle Maiden,Kimberly Peirce,f
Yara Martinez,Andrea Arnold,f
Yara Martinez,Allison Anders,f
Yara Martinez,Kimberly Peirce,f
Charlie Hankin,Andrea Arnold,m
Charlie Hankin,Kimberly Peirce,m
Jilly Hendrix,Andrea Arnold,f
Jilly Hendrix,Kimberly Peirce,f
Sebastian Cole,Andrea Arnold,m
Sebastian Cole,Kimberly Peirce,m
Erik Armando Alvarez,Andrea Arnold,m
Erik Armando Alvarez,Kimberly Peirce,m
Leo Lungaro,Andrea Arnold,m
Leo Lungaro,Kimberly Peirce,m
Robert Burgos,Andrea Arnold,m
Robert Burgos,Kimberly Peirce,m
Enrique Renaldo,Andrea Arnold,m
Enrique Renaldo,Kimberly Peirce,m
Stephnie Weir,Andrea Arnold,f
Stephnie Weir,Kimberly Peirce,f
Rochelle Robinson,Andrea Arnold,f
Rochelle Robinson,Kimberly Peirce,f
Robin Lambaria,Andrea Arnold,f
Robin Lambaria,Kimberly Peirce,f
Alma Martinez,Andrea Arnold,f
Alma Martinez,Kimberly Peirce,f
Pat Towne,Andrea Arnold,m
Pat Towne,Kimberly Peirce,m
Adam Walton,Andrea Arnold,m
Adam Walton,Kimberly Peirce,m
J.D. DiFabbio,Andrea Arnold,f
J.D. DiFabbio,Kimberly Peirce,f
Rafael Miguel,Andrea Arnold,m
Rafael Miguel,Kimberly Peirce,m
Tim Crowley,Andrea Arnold,m
Tim Crowley,Kimberly Peirce,m
Dahlya Glick,Andrea Arnold,f
Dahlya Glick,Kimberly Peirce,f
David Beebe,Andrea Arnold,m
