actor,film,gender
Karina Logue,The Affair,f
Karina Logue,Stranger Inside,f
Karina Logue,Southland (2011-2012),f
Mireille Enos,The Killing (2011-2012),f
Mireille Enos,Big Love,f
Billy Campbell,The Killing (2011-2012),m
Billy Campbell,Once and Again (1999-2001),m
Billy Campbell,Shark,m
Liam James,The Killing (2011-2012),m
Liam James,Psych,m
Liam James,Things We Lost in the Fire,m
Michelle Forbes,The Killing (2011-2012),f
Michelle Forbes,Homicide: Life on the Street (1997-1999),f
Michelle Forbes,Homicide: Life on the Street (1998-1999),f
Michelle Forbes,Chicago Fire,f
Michelle Forbes,Homicide: Life on the Street,f
Brent Sexton,The Killing (2011-2012),m
Brent Sexton,Judging Amy,m
Brent Sexton,Unbelievable,m
Kristin Lehman,The Killing (2011-2012),f
Kristin Lehman,Judging Amy,f
Eric Ladin,The Killing (2011-2012),m
Eric Ladin,Six (2017-2018),m
Jamie Anne Allman,The Killing (2011-2012),f
Jamie Anne Allman,I Am the Night,f
Tom Butler,The Killing (2011-2012),m
Tom Butler,Stories We Tell,m
Annie Corley,The Killing (2011-2012),f
Annie Corley,Monster,f
Gregg Henry,The Killing (2011-2012),m
Gregg Henry,The Following,m
Gregg Henry,Scandal,m
Gregg Henry,Moloney,m
Gregg Henry,EZ Streets,m
Gregg Henry,Hung,m
Gregg Henry,Hell on Wheels,m
Gregg Henry,Gilmore Girls,m
Katie Findlay,The Killing (2011-2012),f
Katie Findlay,The Carrie Diaries (2013-2014),f
Hugh Dillon,The Killing (2011-2012),m
Hugh Dillon,Down to the Bone,m
Bex Taylor-Klaus,The Killing (2011-2012),f
Bex Taylor-Klaus,Here and Now,f
Peter Sarsgaard,The Killing (2011-2012),m
Peter Sarsgaard,Mr. Jones,m
Peter Sarsgaard,SUBWAYStories: Tales from the Underground,m
Peter Sarsgaard,K-19: The Widowmaker,m
Peter Sarsgaard,Night Moves,m
Peter Sarsgaard,The Slap,m
Brandon Jay McLaren,The Killing (2011-2012),m
Brandon Jay McLaren,Graceland,m
Brandon Jay McLaren,Plush,m
Colin Lawrence,The Killing (2011-2012),m
Colin Lawrence,Beaches,m
Mark Moses,The Killing (2011-2012),m
Mark Moses,Rake,m
Mark Moses,Manhattan,m
Brian Markinson,The Killing (2011-2012),m
Brian Markinson,The L Word,m
Brian Markinson,Girls Club,m
Callum Keith Rennie,The Killing (2011-2012),m
Callum Keith Rennie,The Man in the High Castle (2015-2016),m
Ashley Johnson,The Killing (2011-2012),f
Ashley Johnson,Moloney,f
Ashley Johnson,In the Echo,f
Ashley Johnson,What Women Want,f
Katherine Evans,The Killing (2011-2012),f
Katherine Evans,Six (2017-2018),f
Kerry Sandomirsky,The Killing (2011-2012),f
Kerry Sandomirsky,When We Rise,f
Joan Allen,The Killing (2011-2012),f
Joan Allen,Yes,f
Kacey Rohl,The Killing (2011-2012),f
Kacey Rohl,Red Riding Hood,f
Don Thompson,The Killing (2011-2012),m
Don Thompson,Red Riding Hood,m
Barclay Hope,The Killing (2011-2012),m
Barclay Hope,Eureka,m
Barclay Hope,Riverdale,m
Konstanty Jelenski,Culture,m
Konstanty Jelenski,Télévision de chambre,m
James Norton,Mr. Jones,m
James Norton,Little Women,m
Vanessa Kirby,Mr. Jones,f
Vanessa Kirby,Jupiter Ascending,f
Kenneth Cranham,Mr. Jones,m
Kenneth Cranham,Chocolat,m
Beata Pozniak,Mr. Jones,f
Beata Pozniak,Wild Palms,f
Martin Bishop,Mr. Jones,m
Martin Bishop,Wonder Woman,m
Edward Wolstenholme,Mr. Jones,m
Edward Wolstenholme,Wonder Woman,m
Marcin Czarnik,Mr. Jones,m
Marcin Czarnik,I'll Find You,m
Marcin Latallo,Mr. Jones,m
Marcin Latallo,Europa Europa,m
Julian Lewis Jones,Mr. Jones,m
Julian Lewis Jones,Zero Dark Thirty,m
Matthew Marsh,Mr. Jones,m
Matthew Marsh,Coming Up,m
Patrick Lyster,Mr. Jones,m
Patrick Lyster,Wonder Woman 1984,m
Daria Trafankowska,Screen Tests,f
Daria Trafankowska,Something for Something,f
Slawa Kwasniewska,Screen Tests,f
Slawa Kwasniewska,Provincial Actors,f
Slawa Kwasniewska,Kobieta samotna,f
Bogdan Bentyn,Screen Tests,m
Bogdan Bentyn,Provincial Actors,m
Daniel Olbrychski,Screen Tests,m
Daniel Olbrychski,To Kill a Priest,m
Maciej Karpinski,Screen Tests,m
Maciej Karpinski,Kobieta samotna,m
Malgorzata Zajaczkowska,Screen Tests,f
Malgorzata Zajaczkowska,Ekipa,f
Ashley Wanninger,Europa Europa,m
Ashley Wanninger,Romance,m
Ashley Wanninger,Sex Is Comedy,m
Ashley Wanninger,The Last Mistress,m
Klaus Abramowsky,Europa Europa,m
Klaus Abramowsky,Angry Harvest,m
Hanns Zischler,Europa Europa,m
Hanns Zischler,The Meetings of Anna,m
Halina Labonarska,Europa Europa,f
Halina Labonarska,Provincial Actors,f
Hanna Sylberg,Europa Europa,f
Hanna Sylberg,To Kill a Priest,f
Wojciech Skibinski,Europa Europa,m
Wojciech Skibinski,Without Secrets,m
Ivan Trojan,Charlatan,m
Ivan Trojan,Burning Bush,m
Claudia Vaseková,Charlatan,f
Claudia Vaseková,Burning Bush,f
Jaroslava Pokorná,Charlatan,f
Jaroslava Pokorná,Burning Bush,f
Jaroslava Pokorná,Jesus Christ's Sin,f
Armin Mueller-Stahl,Angry Harvest,m
Armin Mueller-Stahl,The Third Miracle,m
Armin Mueller-Stahl,In the Presence of Mine Enemies,m
Igor Bares,Burning Bush,m
Igor Bares,Pleasant Moments,m
Lenka Loubalová,Burning Bush,f
Lenka Loubalová,My Pragues Understand Me,f
Alena Dlouhá,Burning Bush,f
Alena Dlouhá,Serena,f
Hynek Chmelar,Burning Bush,m
Hynek Chmelar,The Inheritance or Fuckoffguysgoodday,m
Ryszard Kotys,Sunday Children,m
Ryszard Kotys,Provincial Actors,m
Ryszard Kotys,Ekipa,m
Ryszard Kotys,Kobieta samotna,m
Krystyna Wachelko-Zaleska,Sunday Children,f
Krystyna Wachelko-Zaleska,Something for Something,f
Krystyna Wachelko-Zaleska,Provincial Actors,f
Krystyna Wachelko-Zaleska,Evening at Abdon's,f
Magda Teresa Wójcik,Sunday Children,f
Magda Teresa Wójcik,Kobieta samotna,f
Bohdana Majda,Sunday Children,f
Bohdana Majda,Kobieta samotna,f
Maria Chwalibóg,Sunday Children,f
Maria Chwalibóg,Kobieta samotna,f
Wojciech Brzozowicz,Sunday Children,m
Wojciech Brzozowicz,Something for Something,m
Jadwiga Colonna-Walewska,Sunday Children,f
Jadwiga Colonna-Walewska,Something for Something,f
Christopher Lambert,To Kill a Priest,m
Christopher Lambert,White Material,m
Ed Harris,To Kill a Priest,m
Ed Harris,Copying Beethoven,m
Ed Harris,The Third Miracle,m
Joss Ackland,To Kill a Priest,m
Joss Ackland,K-19: The Widowmaker,m
Tim Roth,To Kill a Priest,m
Tim Roth,Selma,m
Tim Roth,Four Rooms,m
Timothy Spall,To Kill a Priest,m
Timothy Spall,Electric Dreams,m
Timothy Spall,Death Defying Acts,m
Timothy Spall,The Party,m
Timothy Spall,Ginger & Rosa,m
Pete Postlethwaite,To Kill a Priest,m
Pete Postlethwaite,Æon Flux,m
Cherie Lunghi,To Kill a Priest,f
Cherie Lunghi,Moloney,f
Joanne Whalley,To Kill a Priest,f
Joanne Whalley,Gossip Girl,f
Charlie Condou,To Kill a Priest,m
Charlie Condou,Charlotte Gray,m
Matyelok Gibbs,To Kill a Priest,f
Matyelok Gibbs,Copying Beethoven,f
Matyelok Gibbs,Oscar and Lucinda,f
Ralph Riach,Copying Beethoven,m
Ralph Riach,Cloud Atlas,m
Ralph Riach,Death Defying Acts,m
Joe Anderson,Copying Beethoven,m
Joe Anderson,Amelia,m
Joe Anderson,The Divide,m
Nicholas Jones,Copying Beethoven,m
Nicholas Jones,Vanity Fair,m
Karl Johnson,Copying Beethoven,m
Karl Johnson,Valley Girl,m
Khandi Alexander,Treme (2010-2013),f
Khandi Alexander,Scandal,f
Khandi Alexander,Bessie,f
Khandi Alexander,ER,f
Rob Brown,Treme (2010-2013),m
Rob Brown,Stop-Loss,m
Kim Dickens,Treme (2010-2013),f
Kim Dickens,Things Behind the Sun,f
Kim Dickens,Briarpatch,f
Melissa Leo,Treme (2010-2013),f
Melissa Leo,Homicide: Life on the Street (1997-1999),f
Melissa Leo,Homicide: Life on the Street (1998-1999),f
Melissa Leo,Homicide: Life on the Street,f
Steve Zahn,Treme (2010-2013),m
Steve Zahn,SUBWAYStories: Tales from the Underground,m
Steve Zahn,Riding in Cars with Boys,m
Michiel Huisman,Treme (2010-2013),m
Michiel Huisman,The Invitation,m
India Ennenga,Treme (2010-2013),f
India Ennenga,Charlie Says,f
Phyllis Montana LeBlanc,Treme (2010-2013),f
Phyllis Montana LeBlanc,Claws,f
David Morse,Treme (2010-2013),m
David Morse,The Hurt Locker,m
Jon Seda,Treme (2010-2013),m
Jon Seda,Homicide: Life on the Street (1997-1999),m
Jon Seda,Homicide: Life on the Street (1998-1999),m
Jon Seda,Chicago Fire,m
Jon Seda,Homicide: Life on the Street,m
Ntare Guma Mbaho Mwine,Treme (2010-2013),m
Ntare Guma Mbaho Mwine,Queen of Katwe,m
Ntare Guma Mbaho Mwine,The Chi,m
Ntare Guma Mbaho Mwine,Heroes,m
Edwina Findley Dickerson,Treme (2010-2013),f
Edwina Findley Dickerson,Middle of Nowhere,f
Edwina Findley Dickerson,Shots Fired,f
Dan Ziskie,Treme (2010-2013),m
Dan Ziskie,"New York, I Love You",m
Venida Evans,Treme (2010-2013),f
Venida Evans,The Village,f
Elizabeth Ashley,Treme (2010-2013),f
Elizabeth Ashley,Caroline in the City,f
Lara Grice,Treme (2010-2013),f
Lara Grice,Queen Sugar,f
Lara Grice,Queen Sugar (2017-2019),f
John Goodman,Treme (2010-2013),m
John Goodman,Speed Racer,m
John Goodman,Now and Again,m
Chris Coy,Treme (2010-2013),m
Chris Coy,Detroit,m
Sam Robards,Treme (2010-2013),m
Sam Robards,Gossip Girl,m
Gralen Bryant Banks,Treme (2010-2013),m
Gralen Bryant Banks,Cloak & Dagger,m
Michael Cerveris,Treme (2010-2013),m
Michael Cerveris,The Tracey Ullman Show,m
Terence Rosemore,Treme (2010-2013),m
Terence Rosemore,Bessie,m
David Thewlis,Total Eclipse,m
David Thewlis,Wonder Woman,m
Romane Bohringer,Total Eclipse,f
Romane Bohringer,One Hundred and One Nights,f
Christopher Thompson,Total Eclipse,m
Christopher Thompson,The Luzhin Defence,m
Iwona Biernacka,Something for Something,f
Iwona Biernacka,Provincial Actors,f
Teresa Marczewska,Something for Something,f
Teresa Marczewska,Ekipa,f
Katarzyna Z. Michalska,Without Secrets,f
Katarzyna Z. Michalska,I'll Find You,f
Marcin Dorocinski,Without Secrets,m
Marcin Dorocinski,Ekipa,m
Magdalena Poplawska,Without Secrets,f
Magdalena Poplawska,Ekipa,f
Karolina Porcari,Without Secrets,f
Karolina Porcari,I'll Find You,f
Kathryn Morris,Cold Case (2004-2009),f
Kathryn Morris,Moloney,f
Kathryn Morris,Cold Case,f
John Finn,Cold Case (2004-2009),m
John Finn,EZ Streets,m
John Finn,Cold Case,m
Jeremy Ratchford,Cold Case (2004-2009),m
Jeremy Ratchford,Cold Case,m
Thom Barry,Cold Case (2004-2009),m
Thom Barry,Cold Case,m
Danny Pino,Cold Case (2004-2009),m
Danny Pino,Law & Order: Special Victims Unit (2002-2011),m
Danny Pino,Cold Case,m
Danny Pino,Mayans M.C.,m
Nicki Aycox,Cold Case (2004-2009),f
Nicki Aycox,Cold Case,f
Susan Chuang,Cold Case (2004-2009),f
Susan Chuang,Cold Case,f
Jonathan LaPaglia,Cold Case (2004-2009),m
Jonathan LaPaglia,Cold Case,m
Josh Hopkins,Cold Case (2004-2009),m
Josh Hopkins,Private Practice (2009-2010),m
Josh Hopkins,Cold Case,m
Tania Raymonde,Cold Case (2004-2009),f
Tania Raymonde,Cold Case,f
Raymond J. Barry,Cold Case (2004-2009),m
Raymond J. Barry,"Push, Nevada",m
Raymond J. Barry,Cold Case,m
Raymond J. Barry,Between the Lines,m
Daniel Baldwin,Cold Case (2004-2009),m
Daniel Baldwin,Homicide: Life on the Street (1997-1999),m
Daniel Baldwin,Homicide: Life on the Street (1998-1999),m
Daniel Baldwin,Homicide: Life on the Street,m
Daniel Baldwin,Cold Case,m
Bobby Cannavale,Cold Case (2004-2009),m
Bobby Cannavale,Cold Case,m
Bobby Cannavale,Angie Tribeca,m
Kevin McCorkle,Cold Case (2004-2009),m
Kevin McCorkle,Cold Case,m
Kevin McCorkle,The Unknown,m
Terri Hoyos,Cold Case (2004-2009),f
Terri Hoyos,Cold Case,f
Doug Spinuzza,Cold Case (2004-2009),m
Doug Spinuzza,Cold Case,m
Bonnie Root,Cold Case (2004-2009),f
Bonnie Root,The Ranch,f
Bonnie Root,Cold Case,f
Ismael 'East' Carlo,Cold Case (2004-2009),m
Ismael 'East' Carlo,Cold Case,m
Keith Szarabajka,Cold Case (2004-2009),m
Keith Szarabajka,Enter the Matrix,m
Keith Szarabajka,Cold Case,m
Meredith Baxter,Cold Case (2004-2009),f
Meredith Baxter,Cold Case,f
Kenny Johnson,Cold Case (2004-2009),m
Kenny Johnson,Cold Case,m
Marisol Nichols,Cold Case (2004-2009),f
Marisol Nichols,Cold Case,f
Marisol Nichols,Riverdale,f
Sarah Brown,Cold Case (2004-2009),f
Sarah Brown,Karen Sisco,f
Sarah Brown,Cold Case,f
James Hanlon,Cold Case (2004-2009),m
James Hanlon,Cold Case,m
Brennan Elliott,Cold Case (2004-2009),m
Brennan Elliott,What About Brian,m
Brennan Elliott,Cold Case,m
Mark Rolston,Cold Case (2004-2009),m
Mark Rolston,Moloney,m
Mark Rolston,Cold Case,m
Mark Rolston,TURN: Washington's Spies,m
Robin Weigert,Cold Case (2004-2009),f
Robin Weigert,Cold Case,f
Robin Weigert,Things We Lost in the Fire,f
Justin Chambers,Cold Case (2004-2009),m
Justin Chambers,Hysterical Blindness,m
Justin Chambers,Grey's Anatomy,m
Justin Chambers,Cold Case,m
Bahni Turpin,Cold Case (2004-2009),f
Bahni Turpin,Women: Stories of Passion,f
Bahni Turpin,Daughters of the Dust,f
Bahni Turpin,Cold Case,f
Nestor Carbonell,Cold Case (2004-2009),m
Nestor Carbonell,Cold Case,m
Nestor Carbonell,Psych,m
Johnny Messner,Cold Case (2004-2009),m
Johnny Messner,Cold Case,m
Oren Williams,Cold Case (2004-2009),m
Oren Williams,Cold Case,m
Joe Penny,Cold Case (2004-2009),m
Joe Penny,Cold Case,m
Dondré T. Whitfield,Cold Case (2004-2009),m
Dondré T. Whitfield,Queen Sugar,m
Dondré T. Whitfield,Middle of Nowhere,m
Dondré T. Whitfield,Queen Sugar (2017-2019),m
Dondré T. Whitfield,Girlfriends,m
Dondré T. Whitfield,Cold Case,m
Dondré T. Whitfield,Hidden Hills,m
Anthony John Crane,Cold Case (2004-2009),m
Anthony John Crane,Cold Case,m
Brant Cotton,Cold Case (2004-2009),m
Brant Cotton,Cold Case,m
Susanna Thompson,Cold Case (2004-2009),f
Susanna Thompson,Cold Case,f
Susanna Thompson,Once and Again (1999-2001),f
Alex Valente,Cold Case (2004-2009),m
Alex Valente,Cold Case,m
Michael Ironside,Cold Case (2004-2009),m
Michael Ironside,Rake,m
Michael Ironside,Cold Case,m
J.R. Cacia,Cold Case (2004-2009),m
J.R. Cacia,Cold Case,m
Hawk Younkins,Cold Case (2004-2009),m
Hawk Younkins,Cold Case,m
Silas Weir Mitchell,Cold Case (2004-2009),m
Silas Weir Mitchell,"Push, Nevada",m
Silas Weir Mitchell,Cold Case,m
John Billingsley,Cold Case (2004-2009),m
John Billingsley,The Nine,m
John Billingsley,Fear Itself,m
John Billingsley,Masters of Sex,m
John Billingsley,Unbelievable,m
John Billingsley,Cold Case,m
John Billingsley,TURN: Washington's Spies,m
John Billingsley,L.A. Doctors,m
Sarah Aldrich,Cold Case (2004-2009),f
Sarah Aldrich,Total Security,f
Sarah Aldrich,Cold Case,f
Kevin Chapman,Cold Case (2004-2009),m
Kevin Chapman,Cold Case,m
John Diehl,Cold Case (2004-2009),m
John Diehl,Cold Case,m
John Diehl,Three Wishes,m
Jesse Plemons,Cold Case (2004-2009),m
Jesse Plemons,Fear Itself,m
Jesse Plemons,Olive Kitteridge,m
Jesse Plemons,Cold Case,m
JB Blanc,Cold Case (2004-2009),m
JB Blanc,Cold Case,m
Barbara Kurzaj,Ekipa,f
Barbara Kurzaj,Within the Whirlwind,f
Michael Rispoli,The Third Miracle,m
Michael Rispoli,Angie,m
Rony Clanton,The Third Miracle,m
Rony Clanton,The Cool World,m
Charles Haid,The Third Miracle,m
Charles Haid,CBS Summer Playhouse,m
Kay Hawtrey,The Third Miracle,f
Kay Hawtrey,My Own Country,f
Kay Hawtrey,Mrs. Soffel,f
Mark Huisman,The Third Miracle,m
Mark Huisman,Common Ground,m
Anne Heche,The Third Miracle,f
Anne Heche,SUBWAYStories: Tales from the Underground,f
Anne Heche,Hung,f
Anne Heche,Men in Trees,f
Anne Heche,Walking and Talking,f
Norma Dell'Agnese,The Third Miracle,f
Norma Dell'Agnese,Mrs. Soffel,f
Caterina Scorsone,The Third Miracle,f
Caterina Scorsone,Grey's Anatomy,f
Caterina Scorsone,The Devil's Arithmetic,f
Caterina Scorsone,Private Practice (2009-2010),f
Caterina Scorsone,Common Ground,f
Rodger Barton,The Third Miracle,m
Rodger Barton,Mrs. Soffel,m
Lili Francks,The Third Miracle,f
Lili Francks,Nothing Sacred,f
Lili Francks,Away from Her,f
Craig Eldridge,The Third Miracle,m
Craig Eldridge,My Own Country,m
Aron Tager,The Third Miracle,m
Aron Tager,The Devil's Arithmetic,m
Aron Tager,Common Ground,m
Arthur Eng,The Third Miracle,m
Arthur Eng,Critical Choices,m
Ron Kennell,The Third Miracle,m
Ron Kennell,Charms for the Easy Life,m
Leanne Poirier Greenfield,The Third Miracle,f
Leanne Poirier Greenfield,American Psycho,f
Frantisek Kovárík,Jesus Christ's Sin,m
Frantisek Kovárík,Faunovo velmi pozdní odpoledne,m
Frank Baker,The Secret Garden,m
Frank Baker,Yentl,m
Michel Subor,The Intruder,m
Michel Subor,White Material,m
Michel Subor,Bastards,m
Michel Subor,Beau travail,m
Yekaterina Golubeva,The Intruder,f
Yekaterina Golubeva,I Can't Sleep,f
Florence Loiret Caille,The Intruder,f
Florence Loiret Caille,Bastards,f
Florence Loiret Caille,Friday Night,f
Florence Loiret Caille,Trouble Every Day,f
Alex Descas,The Intruder,m
Alex Descas,Voilà l'enchaînement,m
Alex Descas,"No Fear, No Die",m
Alex Descas,Lest We Forget,m
Alex Descas,Nenette and Boni,m
Alex Descas,Bastards,m
Alex Descas,35 Shots of Rum,m
Alex Descas,Let the Sunshine In,m
Alex Descas,Trouble Every Day,m
Alex Descas,I Can't Sleep,m
Béatrice Dalle,The Intruder,f
Béatrice Dalle,Trouble Every Day,f
Béatrice Dalle,I Can't Sleep,f
Norah Krief,Voilà l'enchaînement,f
Norah Krief,The Man Who Cried,f
Sara Driver,Figaro Story,f
Sara Driver,Keep It for Yourself,f
Vincent Gallo,Figaro Story,m
Vincent Gallo,Tous les garçons et les filles de leur âge...,m
Vincent Gallo,Nenette and Boni,m
Vincent Gallo,Keep It for Yourself,m
Vincent Gallo,Trouble Every Day,m
Vincent Gallo,The Perez Family,m
Vincent Gallo,42 One Dream Rush,m
Sophie Simon,Figaro Story,f
Sophie Simon,Keep It for Yourself,f
Sophie Simon,I Can't Sleep,f
Jacques Nolot,"Cinéma, de notre temps",m
Jacques Nolot,Nenette and Boni,m
Jacques Nolot,Monologues,m
Jacques Nolot,I Can't Sleep,m
Jacques Nolot,Télévision de chambre,m
Youssef Chahine,"Cinéma, de notre temps",m
Youssef Chahine,To Each His Own Cinema,m
David Lynch,"Cinéma, de notre temps",m
David Lynch,The Black Ghiandola,m
Martin Scorsese,"Cinéma, de notre temps",m
Martin Scorsese,American Masters,m
Martin Scorsese,A Conversation with Gregory Peck,m
Martin Scorsese,L'encyclopédie audio-visuelle,m
Manoel de Oliveira,"Cinéma, de notre temps",m
Manoel de Oliveira,Agnes Varda: From Here to There,m
Nanni Moretti,"Cinéma, de notre temps",m
Nanni Moretti,To Each His Own Cinema,m
Philippe Garrel,"Cinéma, de notre temps",m
Philippe Garrel,Paris vu par... 20 ans après,m
Takeshi Kitano,"Cinéma, de notre temps",m
Takeshi Kitano,To Each His Own Cinema,m
Catherine Breillat,"Cinéma, de notre temps",f
Catherine Breillat,Anatomy of Hell,f
Catherine Breillat,Abuse of Weakness,f
Paul Vecchiali,"Cinéma, de notre temps",m
Paul Vecchiali,Le Bonheur,m
Mathieu Amalric,"Cinéma, de notre temps",m
Mathieu Amalric,Chicken With Plums,m
Mathieu Amalric,Marie Antoinette,m
Manthia Diawara,"Cinéma, de notre temps",f
Manthia Diawara,Travel Notes of a Geechee Girl,f
Arielle Dombasle,"Cinéma, de notre temps",f
Arielle Dombasle,"À propos de Nice, la suite",f
Arielle Dombasle,One Hundred and One Nights,f
Arielle Dombasle,X Femmes,f
João Bénard da Costa,"Cinéma, de notre temps",m
João Bénard da Costa,To Each His Own Cinema,m
Victor Argo,"Cinéma, de notre temps",m
Victor Argo,Desperately Seeking Susan,m
Kristen Stewart,"Cinéma, de notre temps",f
Kristen Stewart,Great Performers: L.A. Noir,f
Kristen Stewart,Certain Women,f
Kristen Stewart,Twilight,f
Michael Powell,"Cinéma, de notre temps",m
Michael Powell,"Tears, Laughter, Fears and Rage",m
Isaach De Bankolé,"No Fear, No Die",m
Isaach De Bankolé,White Material,m
Isaach De Bankolé,Chocolat,m
Solveig Dommartin,"No Fear, No Die",f
Solveig Dommartin,I Can't Sleep,f
Jean-Claude Brialy,"No Fear, No Die",m
Jean-Claude Brialy,New Reports from France (1972-1973),m
Jean-Claude Brialy,Cleo from 5 to 7,m
Jean-Claude Brialy,One Hundred and One Nights,m
Jean-Claude Brialy,The Fiancés of the Bridge Mac Donald,m
Jean-Claude Brialy,New Reports from France,m
Claire Denis,To the Devil,f
Claire Denis,The Breidjing Camp,f
Jean-Christophe Folly,To the Devil,m
Jean-Christophe Folly,Bastards,m
Jean-Christophe Folly,35 Shots of Rum,m
Jane Birkin,Lest We Forget,f
Jane Birkin,Jane B. for Agnes V.,f
Jane Birkin,One Hundred and One Nights,f
Jane Birkin,The Beaches of Agnès,f
Jane Birkin,Kung-Fu Master!,f
Catherine Deneuve,Lest We Forget,f
Catherine Deneuve,One Hundred and One Nights,f
Catherine Deneuve,The Creatures,f
Catherine Deneuve,The Young Girls Turn 25,f
Catherine Deneuve,The Beaches of Agnès,f
Catherine Deneuve,The World of Jacques Demy,f
Catherine Deneuve,Persepolis,f
Sami Frey,Lest We Forget,m
Sami Frey,Monologues,m
Sami Frey,Cleo from 5 to 7,m
Sami Frey,The Fiancés of the Bridge Mac Donald,m
Charlotte Gainsbourg,Lest We Forget,f
Charlotte Gainsbourg,Jane B. for Agnes V.,f
Charlotte Gainsbourg,The Beaches of Agnès,f
Charlotte Gainsbourg,Kung-Fu Master!,f
Anouk Grinberg,Lest We Forget,f
Anouk Grinberg,Nocturnal Uproar,f
Isabelle Huppert,Lest We Forget,f
Isabelle Huppert,White Material,f
Isabelle Huppert,Abuse of Weakness,f
Youssou N'Dour,Lest We Forget,m
Youssou N'Dour,8,m
Philippe Noiret,Lest We Forget,m
Philippe Noiret,New Reports from France (1972-1973),m
Philippe Noiret,The Beaches of Agnès,m
Philippe Noiret,New Reports from France,m
Philippe Noiret,La Pointe Courte,m
Michel Piccoli,Lest We Forget,m
Michel Piccoli,New Reports from France (1972-1973),m
Michel Piccoli,Salut les Cubains,m
Michel Piccoli,One Hundred and One Nights,m
Michel Piccoli,The Creatures,m
Michel Piccoli,Elsa la rose,m
Michel Piccoli,The Young Girls Turn 25,m
Michel Piccoli,The Beaches of Agnès,m
Michel Piccoli,The World of Jacques Demy,m
Michel Piccoli,New Reports from France,m
Michel Piccoli,Agnes Varda: From Here to There,m
Michel Piccoli,To Each His Own Cinema,m
André Rousselet,Lest We Forget,m
André Rousselet,Diary of a Pregnant Woman,m
Alain Souchon,Lest We Forget,m
Alain Souchon,Jane B. for Agnes V.,m
Frédéric Rossif,New Reports from France (1972-1973),m
Frédéric Rossif,New Reports from France,m
Léon Zitrone,New Reports from France (1972-1973),m
Léon Zitrone,New Reports from France,m
Jean Marais,New Reports from France (1972-1973),m
Jean Marais,The World of Jacques Demy,m
Jean Marais,New Reports from France,m
